index,project,noOfBedRoom,propertyType,district,rent,mean_areaSqft,lat,long,rentCategory
1524,ONE JERVOIS,3,Private Condominium,10.0,8000.0,1430.0,1.2929628983230883,103.82514010718629,Extreme
1528,ONE LEICESTER,3,Private Condominium,13.0,4975.0,1225.0,1.329362483752328,103.86742622855904,Average
1531,ONE OXLEY RISE,3,Private Condominium,9.0,6550.0,1100.0,1.299181536848855,103.84165993622273,High
1534,ONE SHENTON,3,Private Condominium,1.0,8625.0,1550.0,1.2792417479560314,103.85050199962484,Extreme
1537,ONE ST MICHAEL'S,3,Private Condominium,12.0,5150.0,1150.0,1.324786714741677,103.86455554351171,Average
1539,ONE TREE HILL RESIDENCE,3,Private Condominium,10.0,6700.0,1250.0,1.3007007877884431,103.82458736331026,Extreme
1543,ONE-NORTH RESIDENCES,3,Private Condominium,5.0,6500.0,1400.0,1.3016478760643952,103.789949204465,High
1546,ONZE @ TANJONG PAGAR,3,Private Condominium,2.0,4200.0,1150.0,1.2749189328024777,103.84225650382324,Low
1551,ORCHARD SCOTTS,3,Private Condominium,9.0,8982.5,1775.0,1.3096030113278152,103.8383871189394,Extreme
1555,ORCHID PARK CONDOMINIUM,3,Private Condominium,27.0,4100.0,1170.0,1.4131660963389456,103.83492739879333,Low
1557,ORION,3,Private Condominium,10.0,9750.0,1550.0,1.3086845302283503,103.82766834184648,Extreme
1560,OUE TWIN PEAKS,3,Private Condominium,9.0,11050.0,1550.0,1.2990838323161071,103.83348944813186,Extreme
1564,OXLEY EDGE,3,Private Condominium,9.0,5133.333333333333,1116.6666666666667,1.2955702800924906,103.8416611221746,Average
1565,OXLEY GARDEN,3,Private Condominium,9.0,6500.0,1650.0,1.2971482840521058,103.84186684340746,High
1566,OXLEY MANSION,3,Private Condominium,9.0,4293.333333333333,950.0,1.2985576774830765,103.840839956619,Low
1570,PALM GARDENS,3,Private Condominium,23.0,4141.666666666667,1366.6666666666667,1.377987931224233,103.74782939671816,Low
1573,PALM GREEN,3,Private Condominium,5.0,4300.0,1300.0,1.291157301982942,103.76926851027056,Low
1574,PALM GROVE CONDOMINIUM,3,Private Condominium,19.0,5066.666666666667,1783.3333333333333,1.3594934443101228,103.87817779474416,Average
1578,PALM ISLES,3,Private Condominium,17.0,3980.0,1070.0,1.3559544876774698,103.9640075941735,Low
1580,PALM SPRING,3,Private Condominium,10.0,7900.0,1794.4444444444443,1.317341447002575,103.83109806868212,Extreme
1582,PALM VISTA,3,Private Condominium,15.0,3900.0,1050.0,1.3176325285449826,103.90954690325678,Low
1587,PANDAN VALLEY,3,Private Condominium,21.0,6300.0,2090.0,1.3186914228355555,103.77810642902853,High
1590,PAPILLON,3,Private Condominium,12.0,4300.0,1250.0,1.3269932507117508,103.84932253304366,Low
1591,PARADISE PALMS,3,Private Condominium,15.0,4575.0,1150.0,1.309886268617464,103.89524614102552,Average
1592,PARBURY HILL CONDOMINIUM,3,Private Condominium,16.0,4100.0,1350.0,1.317814153346662,103.94297446903848,Low
1597,PARC BOTANNIA,3,Private Condominium,28.0,4350.0,900.0,1.398054370841794,103.87519385545444,Low
1598,PARC CENTENNIAL,3,Private Condominium,9.0,6500.0,1550.0,1.3131068771548426,103.84374545273616,High
1601,PARC CENTROS,3,Private Condominium,19.0,4350.0,1111.5384615384614,1.403678500928673,103.90424784521326,Low
1604,PARC ELEGANCE,3,Private Condominium,15.0,4200.0,950.0,1.317761100493121,103.90899024108732,Low
1607,PARC EMILY,3,Private Condominium,9.0,6375.0,1233.3333333333333,1.3035685999523672,103.84919443573376,High
1611,PARC ESTA,3,Private Condominium,14.0,6250.0,1050.0,1.3182068401214269,103.90269025954407,High
1614,PARC HAVEN,3,Private Condominium,12.0,5275.0,1350.0,1.3238679548152577,103.85480741615623,High
1616,PARC IMPERIAL,3,Private Condominium,5.0,6000.0,950.0,1.281409512458917,103.78372028113252,High
1617,PARC LIFE,3,Executive Condominium,27.0,4600.0,1016.6666666666666,1.443367556062919,103.81898117999611,Average
1619,PARC MACKENZIE,3,Private Condominium,9.0,5000.0,1350.0,1.3061960970828896,103.84781514264829,Average
1621,PARC MONDRIAN,3,Private Condominium,13.0,5816.666666666667,1300.0,1.3360799112495998,103.86805009497844,High
1623,PARC OASIS,3,Private Condominium,22.0,4862.5,1300.0,1.3442671642904933,103.7334146376844,Average
1627,PARC OLYMPIA,3,Private Condominium,17.0,4525.0,1050.0,1.3550073913002512,103.96480793516798,Average
1630,PARC PALAIS,3,Private Condominium,21.0,4716.8,1330.0,1.357374449687298,103.76504024635416,Average
1634,PARC RIVIERA,3,Private Condominium,5.0,5605.555555555556,1005.5555555555555,1.3205288584089094,103.75336199512014,High
1638,PARC ROSEWOOD,3,Private Condominium,25.0,3950.0,1750.0,1.4272207773622023,103.7861327131036,Low
1639,PARC SEABREEZE,3,Private Condominium,15.0,6300.0,1283.3333333333333,1.3039902166083437,103.9058607445477,High
1644,PARC STEVENS,3,Private Condominium,10.0,7750.0,1800.0,1.3168638281641236,103.8267784362592,Extreme
1646,PARC VERA,3,Private Condominium,19.0,4566.666666666667,1150.0,1.3638505644099446,103.89538211681663,Average
1648,PARC VISTA,3,Private Condominium,22.0,4238.888888888889,1294.4444444444443,1.3448457145521255,103.71694674978193,Low
1651,PARK COLONIAL,3,Private Condominium,13.0,7235.294117647059,967.6470588235294,1.3386123926933065,103.8700222205028,Extreme
1654,PARK COURT,3,Private Condominium,15.0,3250.0,950.0,1.3155093017589112,103.90011489166729,Low
1655,PARK EAST,3,Private Condominium,15.0,5516.666666666667,1633.3333333333333,1.3182957816746752,103.92455083734195,High
1656,PARK GREEN,3,Executive Condominium,19.0,4325.0,1350.0,1.381215805258895,103.90016613753444,Low
1659,PARK INFINIA AT WEE NAM,3,Private Condominium,11.0,8259.09090909091,1431.8181818181818,1.3151616484742836,103.84362760836432,Extreme
1661,PARK NATURA,3,Private Condominium,23.0,5325.0,1633.3333333333333,1.3461634986936797,103.76564281018211,High
1665,PARK PLACE RESIDENCES AT PLQ,3,Private Condominium,14.0,6900.0,1116.6666666666667,1.3167076082780054,103.89316118428876,Extreme
1667,PARKSHORE,3,Private Condominium,15.0,6015.0,1560.0,1.2966752502088454,103.87071687891758,High
1669,PARKVIEW APARTMENTS,3,Private Condominium,23.0,3977.777777777778,1116.6666666666667,1.3410210126365392,103.7607255327874,Low
1670,PARKVIEW ECLAT,3,Private Condominium,10.0,16916.666666666668,2850.0,1.3008015429170172,103.82409101382572,Extreme
1672,PARVIS,3,Private Condominium,10.0,9600.0,1780.0,1.3099018171663936,103.799820433331,Extreme
1674,PASADENA,3,Private Condominium,11.0,5650.0,1500.0,1.3152971341814992,103.84538696743796,High
1675,PASIR PANJANG COURT,3,Private Condominium,5.0,5900.0,1250.0,1.2924106916491411,103.77254053115853,High
1676,PASIR VIEW PARK,3,Private Condominium,5.0,4800.0,1350.0,1.2787250154769254,103.78760174063156,Average
1680,PATENT PLACE,3,Private Condominium,21.0,6875.0,1850.0,1.3428102530052384,103.76780190385271,Extreme
1683,PATERSON RESIDENCE,3,Private Condominium,9.0,7575.0,1350.0,1.3001760807929348,103.83015675403908,Extreme
1687,PAVILION 11,3,Private Condominium,11.0,6733.333333333333,1450.0,1.3244239137469611,103.84848187429216,Extreme
1690,PAYA LEBAR RESIDENCES,3,Private Condominium,14.0,4500.0,1250.0,1.3174494940755548,103.89155073235877,Average
1694,PEBBLE BAY,3,Private Condominium,15.0,9312.5,2058.3333333333335,1.2981436222235352,103.87096361032734,Extreme
1698,PEOPLE'S PARK COMPLEX,3,Private Condominium,1.0,5288.0,1150.0,1.2841989376308849,103.84264885447764,High
1700,PERMAI RESIDENCES,3,Private Condominium,4.0,6250.0,1400.0,1.2719836194977716,103.82726648630448,High
1703,PINETREE CONDOMINIUM,3,Private Condominium,10.0,3900.0,1216.6666666666667,1.3150595805009722,103.82923521127884,Low
1704,PINEVALE,3,Executive Condominium,18.0,5083.333333333333,1316.6666666666667,1.358449525906677,103.93325318888526,Average
1708,PINNACLE 16,3,Private Condominium,12.0,5800.0,1350.0,1.32458552095235,103.84614625082725,High
1717,PRESTIGE HEIGHTS,3,Private Condominium,12.0,4300.0,850.0,1.3254081106689195,103.85235139884422,Low
1719,PRESTIGE RESIDENCE,3,Private Condominium,15.0,4000.0,950.0,1.316763088299627,103.91015040675434,Low
1729,PRINCIPAL GARDEN,3,Private Condominium,3.0,7316.666666666667,1116.6666666666667,1.2924510858554978,103.82292459804648,Extreme
1732,PRISTINE HEIGHTS,3,Private Condominium,8.0,4700.0,1050.0,1.3168642117693306,103.851969271175,Average
1734,PRIVE,3,Executive Condominium,19.0,4450.0,1050.0,1.401173934888601,103.90493194122638,Average
1736,PROSPERO VILLE,3,Private Condominium,15.0,4500.0,1050.0,1.314045136479194,103.9145004983697,Average
1737,PUBLIC MANSION,3,Private Condominium,12.0,6000.0,1950.0,1.3263184168492126,103.8487130732425,High
1740,Q BAY RESIDENCES,3,Private Condominium,18.0,4391.666666666667,1116.6666666666667,1.3513381591784976,103.92726036106576,Average
1744,QUEENS,3,Private Condominium,3.0,6054.074074074074,1168.5185185185185,1.292760900175213,103.80674968944425,High
1748,QUEENS PEAK,3,Private Condominium,3.0,6433.333333333333,1016.6666666666666,1.2943989784019536,103.8069650855776,High
1755,QUINTERRA,3,Private Condominium,10.0,6000.0,1450.0,1.3185453463082517,103.78076749409936,High
1758,R MAISON,3,Private Condominium,13.0,5550.0,1550.0,1.343240006712474,103.86977699104816,High
1763,RADIX,3,Private Condominium,15.0,4300.0,1050.0,1.317998028524462,103.91133037152552,Low
1765,RAFFLESIA CONDOMINIUM,3,Private Condominium,20.0,5325.0,1250.0,1.3477559440961695,103.8429365879536,High
1766,RAJAH TOWERS,3,Private Condominium,12.0,5200.0,2150.0,1.327494585206454,103.84881480481764,Average
1770,REFLECTIONS AT KEPPEL BAY,3,Private Condominium,4.0,9212.162162162162,1658.1081081081081,1.2672249699654283,103.8110725374364,Extreme
1772,REGAL 35,3,Private Condominium,14.0,4850.0,1200.0,1.3155922802064006,103.88826652867706,Average
1773,REGAL COURT,3,Private Condominium,12.0,4500.0,1150.0,1.324585960866106,103.85290794256116,Average
1774,REGENCY LODGE,3,Private Condominium,10.0,5500.0,1250.0,1.2957196401542008,103.82701165625603,High
1775,REGENCY PARK,3,Private Condominium,10.0,13088.588235294117,2823.529411764706,1.2958798869040633,103.82679713316794,Extreme
1777,REGENCY SUITES,3,Private Condominium,3.0,7500.0,1450.0,1.2842736399868275,103.82905479292586,Extreme
1779,REGENT GROVE,3,Private Condominium,23.0,4131.818181818182,1150.0,1.3993795879162796,103.74873071306172,Low
1782,REGENT HEIGHTS,3,Private Condominium,23.0,4500.0,1150.0,1.3530281858228863,103.7561941922664,Average
1784,REGENT PARK,3,Private Condominium,5.0,4420.0,1190.0,1.3174806928263945,103.7608818902768,Average
1788,REGENTVILLE,3,Private Condominium,19.0,4150.0,1116.6666666666667,1.3739347968796085,103.8778479934442,Low
1789,REIGNWOOD HAMILTON SCOTTS,3,Private Condominium,9.0,16500.0,2750.0,1.3113662676639115,103.83602022846082,Extreme
1794,RESIDENCES @ EVELYN,3,Private Condominium,11.0,7333.333333333333,1550.0,1.3159797473268575,103.83956173230504,Extreme
1796,RESIDENCES @ KILLINEY,3,Private Condominium,9.0,9000.0,1550.0,1.2968080684986898,103.8381173058141,Extreme
1798,RESIDENCES AT 338A,3,Private Condominium,9.0,7000.0,1150.0,1.2962936443589248,103.83806642660836,Extreme
1799,RESIDENCES AT EMERALD HILL,3,Private Condominium,9.0,8016.0,1650.0,1.3054456922370592,103.8391486486541,Extreme
1801,RESIDENCES BOTANIQUE,3,Private Condominium,19.0,4300.0,1150.0,1.357314806362902,103.87617856073572,Low
1804,REZI 24,3,Private Condominium,14.0,5400.0,1000.0,1.3116533110117643,103.88362232002636,High
1806,REZI 26,3,Private Condominium,14.0,5800.0,1350.0,1.312699632711604,103.88503762909043,High
1809,REZI 3TWO,3,Private Condominium,14.0,3500.0,850.0,1.3122045201615748,103.88675379856902,Low
1810,RHAPSODY ON MOUNT ELIZABETH,3,Private Condominium,9.0,10050.0,1600.0,1.3067632037340684,103.83625122509372,Extreme
1812,RIA APARTMENTS,3,Private Condominium,5.0,6500.0,1050.0,1.2764799576510946,103.79259870390165,High
1814,RICH MANSIONS,3,Private Condominium,10.0,5500.0,1550.0,1.3174012567062028,103.8336135510489,High
1817,RICHMOND PARK,3,Private Condominium,9.0,8566.666666666666,1683.3333333333333,1.304912409915169,103.83635590859794,Extreme
1819,RIDGEWOOD,3,Private Condominium,10.0,5428.9473684210525,1707.8947368421052,1.3176714719647111,103.7795769160194,High
1822,RIO VISTA,3,Private Condominium,19.0,4250.0,1250.0,1.3734801988772287,103.9017640748417,Low
1826,RIPPLE BAY,3,Private Condominium,18.0,4416.666666666667,1050.0,1.3772303965001835,103.96105468227908,Average
1829,RIS GRANDEUR,3,Private Condominium,18.0,4060.0,1270.0,1.3742211289867383,103.94023000413864,Low
1834,RITZ MANSIONS,3,Private Condominium,12.0,5050.0,1300.0,1.3248859298321092,103.8525275634414,Average
1837,RIVER ISLES,3,Private Condominium,19.0,4230.0,1150.0,1.3969867209652598,103.91377216743824,Low
1841,RIVER PLACE,3,Private Condominium,3.0,7490.0,1530.0,1.2903027617790463,103.84131603970052,Extreme
1843,RIVER VALLEY APARTMENTS,3,Private Condominium,10.0,3700.0,950.0,1.295265142378628,103.8290224792164,Low
1847,RIVERBANK @ FERNVALE,3,Private Condominium,28.0,4200.0,950.0,1.3945089428235204,103.8815001147833,Low
1850,RIVERBAY,3,Private Condominium,12.0,4675.0,950.0,1.3280375059893632,103.86262027112768,Average
1851,RIVERCOVE RESIDENCES,3,Executive Condominium,19.0,4250.0,950.0,1.3935162144373685,103.88364292625477,Low
1855,RIVEREDGE,3,Private Condominium,15.0,7000.0,1550.0,1.3009920831549655,103.8819807745064,Extreme
1857,RIVERGATE,3,Private Condominium,9.0,10404.761904761905,1597.6190476190477,1.292132274681011,103.8363396300712,Extreme
1859,RIVERIA GARDENS,3,Private Condominium,9.0,8750.0,1450.0,1.297356423025294,103.83462050143837,Extreme
1860,RIVERPARC RESIDENCE,3,Executive Condominium,19.0,4366.666666666667,1083.3333333333333,1.3980004986244798,103.91710288371684,Low
1863,RIVERSAILS,3,Private Condominium,19.0,4666.666666666667,1150.0,1.3780733877035054,103.90223098516311,Average
1865,RIVERSHIRE,3,Private Condominium,9.0,6290.0,1490.0,1.2966877453948262,103.8330627145972,High
1869,RIVERSOUND RESIDENCE,3,Private Condominium,19.0,4300.0,1000.0,1.3812497611984262,103.90265781120758,Low
1872,RIVERTREES RESIDENCES,3,Private Condominium,28.0,4175.0,1050.0,1.3932695862916324,103.88064138617123,Low
1874,RIVERVALE CREST,3,Private Condominium,19.0,4008.3333333333335,1183.3333333333333,1.3916928781289724,103.90419999171212,Low
1877,RIVIERA 38,3,Private Condominium,12.0,4000.0,1150.0,1.3281029859549278,103.86350947611012,Low
1879,RIVIERA RESIDENCES,3,Private Condominium,16.0,5100.0,1350.0,1.3162764620473868,103.9421078060772,Average
1882,RIVIERE,3,Private Condominium,3.0,9755.76923076923,1269.2307692307693,1.2917629431084383,103.83533352799294,Extreme
1884,RIZ HAVEN,3,Private Condominium,17.0,4300.0,1050.0,1.3799773281087262,103.96280062423878,Low
1886,ROBERTSON 100,3,Private Condominium,9.0,6425.0,1275.0,1.291060057078318,103.83790696894916,High
1888,ROBERTSON BLUE,3,Private Condominium,9.0,10500.0,1650.0,1.290337056295332,103.83729390260235,Extreme
1893,ROBIN RESIDENCES,3,Private Condominium,10.0,5800.0,1050.0,1.3191482996893913,103.82797299285146,High
1899,ROCHELLE AT NEWTON,3,Private Condominium,11.0,9100.0,1683.3333333333333,1.31398135054964,103.84199343514004,Extreme
1903,ROSALIA PARK,3,Private Condominium,19.0,3000.0,1450.0,1.3490964182375451,103.87860556358736,Low
1905,ROSEWOOD,3,Private Condominium,25.0,3833.3333333333335,1150.0,1.4313668313329662,103.78704364473823,Low
1908,ROSEWOOD SUITES,3,Private Condominium,25.0,4600.0,1483.3333333333333,1.428919287724698,103.78587044030644,Average
1911,ROYAL COURT,3,Private Condominium,21.0,3700.0,1250.0,1.3437644923610077,103.76913453409098,Low
1913,ROYALGREEN,3,Private Condominium,10.0,7483.333333333333,1000.0,1.3307529316764235,103.79423692606076,Extreme
1919,RV RESIDENCES,3,Private Condominium,10.0,5833.333333333333,850.0,1.294261598529789,103.82850573782522,High
1923,SAM KIANG MANSIONS,3,Private Condominium,9.0,5228.571428571428,1378.5714285714287,1.2984661841177323,103.83541190277016,Average
1926,SANCTUARY GREEN,3,Private Condominium,15.0,5738.461538461538,1288.4615384615386,1.2966674265699456,103.87134322670856,High
1929,SANDY PALM,3,Private Condominium,17.0,3925.0,1300.0,1.3788503254063835,103.95987266261616,Low
1932,SANT RITZ,3,Private Condominium,13.0,5225.0,1100.0,1.329709676321312,103.8692939173414,Average
1933,SANTA FE MANSIONS,3,Private Condominium,15.0,3900.0,1050.0,1.3001775688553607,103.888829276587,Low
1938,SARKIES MANSIONS,3,Private Condominium,10.0,11300.0,>3000,1.3133147834764238,103.83633624850832,Extreme
1940,SAVANNAH CONDOPARK,3,Private Condominium,18.0,4686.0,1250.0,1.3499083387354558,103.96086619020193,Average
1944,SCOTTS 28,3,Private Condominium,9.0,8400.0,1764.2857142857142,1.3098564201832508,103.83496751643985,Extreme
1949,SCOTTS SQUARE,3,Private Condominium,9.0,9607.5,1250.0,1.3057126584333227,103.83316328144714,Extreme
1952,SEA AVENUE RESIDENCES,3,Private Condominium,15.0,4650.0,1050.0,1.3061406431754703,103.90698844420643,Average
1955,SEA ESTA,3,Private Condominium,18.0,4444.444444444444,1105.5555555555557,1.3782106477833171,103.9601741638491,Average
1957,SEA HORIZON,3,Executive Condominium,18.0,4496.0,1116.6666666666667,1.3766477374849286,103.95880044038226,Average
1962,SEAHILL,3,Private Condominium,5.0,6366.666666666667,1216.6666666666667,1.2989652490169992,103.76468915363483,High
1963,SEASCAPE,3,Private Condominium,4.0,12250.0,2150.0,1.239869091872586,103.83830960287894,Extreme
1967,SEASIDE RESIDENCES,3,Private Condominium,15.0,6911.111111111111,1138.888888888889,1.3073477106910285,103.92672277876667,Extreme
1970,SEASONS PARK,3,Private Condominium,26.0,4990.0,1250.0,1.3850814363644968,103.83921105695327,Average
1972,SEASONS VIEW,3,Private Condominium,20.0,4133.333333333333,1150.0,1.352096878456315,103.84091799985288,Low
1974,SEASTRAND,3,Private Condominium,18.0,4420.0,1190.0,1.3755075232334604,103.96099311925089,Average
1978,SEAVIEW POINT,3,Private Condominium,15.0,5116.666666666667,1350.0,1.299575753833504,103.89973958788558,Average
1979,SELANTING GREEN,3,Private Condominium,21.0,4500.0,1500.0,1.3428818902289823,103.76859891652404,Average
1983,SELETARIS,3,Private Condominium,27.0,3725.0,1400.0,1.436562293559407,103.82477457981618,Low
1987,SENNETT RESIDENCE,3,Private Condominium,13.0,5900.0,1150.0,1.3317838875100714,103.86972395325084,High
1991,SERAYA LODGE,3,Private Condominium,15.0,4300.0,1650.0,1.306292849850059,103.90075690552284,Low
1992,SERENITY PARK,3,Private Condominium,28.0,3662.5,1350.0,1.389141229956953,103.8591424884266,Low
1996,SEVENTY SAINT PATRICK'S,3,Private Condominium,15.0,6000.0,1150.0,1.307252971833536,103.91562715749332,High
2000,SHAW PLAZA - TWIN HEIGHTS,3,Private Condominium,12.0,5920.0,1760.0,1.32490293179324,103.85136759748964,High
2001,SHEARES VILLE,3,Private Condominium,10.0,7100.0,1450.0,1.29332597269258,103.82534080927104,Extreme
2003,SHELFORD 23,3,Private Condominium,11.0,6800.0,1750.0,1.3277597191736077,103.812160091757,Extreme
2005,SHELFORD GREEN,3,Private Condominium,11.0,9650.0,2850.0,1.324641564214053,103.81226043144676,Extreme
2007,SHELFORD SUITES,3,Private Condominium,11.0,5000.0,1250.0,1.3266523565286037,103.812734401662,Average
2010,SHERWOOD TOWER,3,Private Condominium,21.0,4300.0,1550.0,1.3386867857202425,103.77864023919771,Low
2016,SIGNATURE AT YISHUN,3,Executive Condominium,27.0,4330.0,1030.0,1.41748386447816,103.84503715519598,Low
2018,SIGNATURE PARK,3,Private Condominium,21.0,4397.272727272727,1404.5454545454545,1.3412974414088954,103.76778909480956,Average
2023,SILVERSEA,3,Private Condominium,15.0,9003.636363636364,1622.7272727272727,1.300064888108713,103.90316584075116,Extreme
2025,SIMEI GREEN CONDOMINIUM,3,Executive Condominium,18.0,4057.1428571428573,1121.4285714285713,1.3411125595543472,103.95779547338938,Low
2030,SIMS GREEN,3,Private Condominium,14.0,5000.0,2050.0,1.3142978529017308,103.88443286509688,Average
2031,SIMS RESIDENCES,3,Private Condominium,14.0,4166.666666666667,1250.0,1.3161610316697216,103.89100802427087,Low
2034,SIMS URBAN OASIS,3,Private Condominium,14.0,5955.0,980.0,1.319589436267696,103.8809281700678,High
2038,SIMSVILLE,3,Private Condominium,14.0,4911.111111111111,1250.0,1.316912656619373,103.88892452341074,Average
2042,SIN MING CENTRE,3,Private Condominium,20.0,3633.3333333333335,1416.6666666666667,1.3538117218826768,103.83618701432223,Low
2043,SIN MING PLAZA,3,Private Condominium,20.0,5000.0,1450.0,1.3529170999221347,103.83633346817246,Average
2044,SIN THAI HIN BUILDING,3,Private Condominium,7.0,5850.0,1750.0,1.301927959170156,103.85188720398487,High
2048,SIXTH AVENUE VILLE,3,Private Condominium,10.0,5800.0,1250.0,1.3295857811550058,103.79517188331138,High
2052,SKIES MILTONIA,3,Private Condominium,27.0,5233.333333333333,1783.3333333333333,1.4183964823349091,103.84722888253526,High
2055,SKY GREEN,3,Private Condominium,13.0,4800.0,1150.0,1.33258894915844,103.88613918427131,Average
2058,SKY HABITAT,3,Private Condominium,20.0,6542.857142857143,1292.857142857143,1.3520638739196775,103.85210076064256,High
2061,SKY VUE,3,Private Condominium,20.0,6000.0,1200.0,1.3526981255264818,103.85105092829455,High
2062,SKY@ELEVEN,3,Private Condominium,11.0,9500.0,1850.0,1.33173277004434,103.84164603581532,Extreme
2064,SKYLINE 360 @ SAINT THOMAS WALK,3,Private Condominium,9.0,9800.0,1750.0,1.2968142898915311,103.8367958114915,Extreme
2067,SKYLINE @ ORCHARD BOULEVARD,3,Private Condominium,9.0,15834.5,2050.0,1.303240489015017,103.8294889903254,Extreme
2070,SKYLINE RESIDENCES,3,Private Condominium,4.0,7311.111111111111,1327.7777777777778,1.271752113563834,103.80754835437403,Extreme
2072,SKYPARK RESIDENCES,3,Executive Condominium,27.0,5200.0,1250.0,1.443837334305691,103.82021864462072,Average
2077,SKYSUITES@ANSON,3,Private Condominium,2.0,7750.0,1050.0,1.274586161472296,103.84482367917826,Extreme
2086,SOL ACRES,3,Executive Condominium,23.0,4250.0,1000.0,1.3772343244517269,103.75068284763312,Low
2088,SOLEIL @ SINARAN,3,Private Condominium,11.0,9500.0,1450.0,1.3195190868801374,103.84500911213014,Extreme
2091,SOMMERVILLE GRANDEUR,3,Private Condominium,10.0,7333.333333333333,1850.0,1.3137765271886832,103.80651495604592,Extreme
2093,SOMMERVILLE PARK,3,Private Condominium,10.0,8230.0,1930.0,1.3118564415862974,103.8069056334063,Extreme
2094,SONG LANG GREEN,3,Private Condominium,15.0,4800.0,1250.0,1.3107191734418069,103.90355640190177,Average
2099,SOPHIA HILLS,3,Private Condominium,9.0,6750.0,1100.0,1.3004352542956883,103.84760844543804,Extreme
2101,SOPHIA LODGE,3,Private Condominium,9.0,5060.0,990.0,1.3015832047759972,103.84797820985143,Average
2102,SOPHIA RESIDENCE,3,Private Condominium,9.0,7305.0,1500.0,1.300747232721279,103.8489614137257,Extreme
2104,SOUTH BEACH RESIDENCES,3,Private Condominium,7.0,21000.0,2100.0,1.294442066759271,103.85608296080257,Extreme
2108,SOUTHAVEN II,3,Private Condominium,21.0,4900.0,1483.3333333333333,1.3464627946781906,103.7735797105392,Average
2114,SPACE @ KOVAN,3,Private Condominium,19.0,4133.333333333333,1116.6666666666667,1.354726545509401,103.87681895423177,Low
2117,SPANISH VILLAGE,3,Private Condominium,10.0,5490.909090909091,1731.8181818181818,1.3151028904500115,103.80573844466473,High
2119,SPAZIO @ KOVAN,3,Private Condominium,19.0,3150.0,700.0,1.3546141405294778,103.87825878100224,Low
2124,SPOTTISWOODE RESIDENCES,3,Private Condominium,2.0,9200.0,2183.3333333333335,1.2752006614736249,103.83674770959168,Extreme
2127,SPOTTISWOODE SUITES,3,Private Condominium,2.0,5716.666666666667,950.0,1.2761207619196215,103.83755296389344,High
2131,SPRING GROVE,3,Private Condominium,10.0,7090.909090909091,1377.2727272727273,1.2975232736141942,103.8270490042618,Extreme
2134,SPRING RESIDENCES,3,Private Condominium,10.0,6590.0,1450.0,1.3159775155840117,103.83049214526416,High
2136,SPRINGDALE CONDOMINIUM,3,Private Condominium,21.0,4477.5,1155.0,1.3483677477233895,103.77225722384802,Average
2139,SPRINGVALE,3,Private Condominium,15.0,4350.0,1150.0,1.312834827350934,103.9247711489113,Low
2142,ST MARTIN RESIDENCE,3,Private Condominium,10.0,10333.333333333334,2616.6666666666665,1.3064363626774218,103.82394763518327,Extreme
2144,ST MICHAEL REGENCY,3,Private Condominium,12.0,5000.0,1250.0,1.3278577314318982,103.86379621339697,Average
2146,ST MICHAEL'S PLACE,3,Private Condominium,12.0,4700.0,1250.0,1.324967195249674,103.86525260929464,Average
2147,ST PATRICK'S LOFT,3,Private Condominium,15.0,5000.0,1350.0,1.3083524652186496,103.91349620195784,Average
2149,ST REGIS RESIDENCES SINGAPORE,3,Private Condominium,10.0,9500.0,1550.0,1.305523441176042,103.8265405210836,Extreme
2151,ST THOMAS SUITES,3,Private Condominium,9.0,10500.0,1850.0,1.2984989674898135,103.83584426568898,Extreme
2154,ST THOMAS VILLE,3,Private Condominium,9.0,5150.0,1150.0,1.297449341003667,103.8360754231234,Average
2162,STARVILLE,3,Private Condominium,14.0,4500.0,1250.0,1.3285378956255545,103.91239099165364,Average
2168,STEVENS SUITES,3,Private Condominium,10.0,5950.0,1150.0,1.3154400067638636,103.8255711862561,High
2171,STIRLING RESIDENCES,3,Private Condominium,3.0,6966.666666666667,916.6666666666666,1.291061025656011,103.80463052701307,Extreme
2177,STRATFORD COURT,3,Private Condominium,16.0,4866.666666666667,1416.6666666666667,1.3285253026876835,103.95128058460676,Average
2181,STRATUM,3,Private Condominium,18.0,4025.0,1050.0,1.380131021309437,103.94452536293868,Low
2187,STURDEE RESIDENCES,3,Private Condominium,8.0,6132.0,900.0,1.3129822244669205,103.85899620830848,High
2189,SUFFOLK PREMIER,3,Private Condominium,11.0,5000.0,1050.0,1.3141674273686013,103.84460925852218,Average
2190,SUI GENERIS,3,Private Condominium,10.0,8666.666666666666,1616.6666666666667,1.3163464489236525,103.83443361981408,Extreme
2195,SUITES @ AMBER,3,Private Condominium,15.0,4800.0,950.0,1.3002242452194308,103.90014683471,Average
2218,SUITES AT ORCHARD,3,Private Condominium,9.0,7800.0,1550.0,1.3004796841841288,103.84601234653502,Extreme
2221,SUITES TWENTY-TWO,3,Private Condominium,15.0,4000.0,1050.0,1.316822028890498,103.90791198592486,Low
2227,SUMMER GREEN,3,Private Condominium,12.0,4000.0,1250.0,1.326918267309952,103.84963964083428,Low
2228,SUMMERDALE,3,Executive Condominium,22.0,4702.941176470588,1279.4117647058824,1.342675247231227,103.7122311082068,Average
2230,SUMMERHILL,3,Private Condominium,21.0,4608.333333333333,1350.0,1.3601407248742208,103.76575896990616,Average
2233,SUN PLAZA,3,Private Condominium,27.0,3900.0,1350.0,1.4482754012910168,103.81941109846228,Low
