index,project,noOfBedRoom,propertyType,district,rent,mean_areaSqft,lat,long,rentCategory
845,GRANGE 70,3,Private Condominium,10.0,7966.666666666667,1950.0,1.2993261627248172,103.8292188297157,Extreme
847,GRANGE HEIGHTS,3,Private Condominium,9.0,7166.666666666667,1683.3333333333333,1.2978281940962382,103.83515847880676,Extreme
849,GRANGE INFINITE,3,Private Condominium,9.0,13333.333333333334,2216.6666666666665,1.299497167994019,103.8347025866588,Extreme
853,GROSVENOR VIEW,3,Private Condominium,14.0,4400.0,1250.0,1.3277403420831444,103.91177184072126,Average
855,GUILIN COURT,3,Private Condominium,14.0,3800.0,1250.0,1.3123072317202915,103.88460619296336,Low
856,GUILIN MANSIONS,3,Private Condominium,14.0,3450.0,1050.0,1.3157411580001517,103.89003830216842,Low
858,GUILIN VIEW,3,Private Condominium,23.0,3600.0,1250.0,1.3547962557009965,103.75321723169762,Low
865,H2O RESIDENCES,3,Private Condominium,28.0,4300.0,1350.0,1.3925855936156,103.88065012926866,Low
870,HAIG COURT,3,Private Condominium,15.0,5325.0,1450.0,1.3063027555048754,103.8977290337006,High
873,HALLMARK RESIDENCES,3,Private Condominium,10.0,7200.0,1450.0,1.3158016854437735,103.83098079104492,Extreme
878,HARBOUR VIEW GARDENS,3,Private Condominium,5.0,5450.0,900.0,1.279000139677226,103.78529987123297,High
880,HARBOUR VIEW TOWERS,3,Private Condominium,4.0,5630.0,1490.0,1.2720659166605748,103.8085905624576,High
882,HARBOURLIGHTS,3,Private Condominium,4.0,4700.0,1150.0,1.266489274367204,103.82295806297226,Average
883,HARMONY @ 1A,3,Private Condominium,19.0,3700.0,1250.0,1.3634475909618786,103.88807808648556,Low
885,HAWAII TOWER,3,Private Condominium,15.0,6140.0,2250.0,1.2969559303357303,103.89057306432868,High
887,HAZEL PARK CONDOMINIUM,3,Private Condominium,23.0,4368.75,1412.5,1.3724587694639236,103.76476078182618,Low
890,HEDGES PARK CONDOMINIUM,3,Private Condominium,17.0,4150.0,1050.0,1.3541812716844892,103.9678258770653,Low
893,HELIOS RESIDENCES,3,Private Condominium,9.0,9870.0,1770.0,1.306745896417223,103.83823696505335,Extreme
898,HERITAGE VIEW,3,Private Condominium,5.0,6206.064516129032,1195.1612903225807,1.304331088656312,103.78436327686278,High
900,HERON BAY,3,Executive Condominium,19.0,4100.0,1250.0,1.375992477723044,103.90364352623882,Low
901,HIGH OAK CONDOMINIUM,3,Private Condominium,21.0,4500.0,1250.0,1.3389600286184489,103.7716701183438,Average
904,HIGH PARK RESIDENCES,3,Private Condominium,28.0,3850.0,862.5,1.3969776409767247,103.87456260958308,Low
910,HIGHGATE,3,Private Condominium,21.0,4125.0,1325.0,1.3411775755926747,103.76662569548569,Low
913,HIGHLINE RESIDENCES,3,Private Condominium,3.0,7330.0,1016.6666666666666,1.2840629541022552,103.82984344590078,Extreme
915,HIJAUAN,3,Private Condominium,9.0,4900.0,1150.0,1.3035420585612842,103.84103008424178,Average
916,HILBRE28,3,Private Condominium,19.0,3200.0,850.0,1.3608567492490855,103.8750910175976,Low
918,HILLBROOKS,3,Private Condominium,23.0,4225.0,1200.0,1.3586210694383147,103.7621239621249,Low
921,HILLCREST ARCADIA,3,Private Condominium,11.0,7000.0,1816.6666666666667,1.3355571343984198,103.80888415087094,Extreme
924,HILLINGTON GREEN,3,Private Condominium,23.0,5445.0,1510.0,1.3603963627200522,103.76460372993988,High
927,HILLION RESIDENCES,3,Private Condominium,23.0,5600.0,1150.0,1.3785844313098792,103.7639077981301,High
930,HILLS TWOONE,3,Private Condominium,23.0,3650.0,1400.0,1.352400988392665,103.75849270453251,Low
933,HILLSTA,3,Private Condominium,23.0,4700.0,1150.0,1.376908875457861,103.75627909596056,Average
934,HILLTOP GROVE,3,Private Condominium,23.0,3100.0,1350.0,1.3572197570653113,103.75834313421664,Low
936,HILLTOPS,3,Private Condominium,9.0,16433.333333333332,1716.6666666666667,1.3071802353380846,103.83862345042824,Extreme
937,HILLVIEW 128,3,Private Condominium,23.0,4116.666666666667,1050.0,1.3569773578863635,103.76090691792136,Low
938,HILLVIEW APARTMENTS,3,Private Condominium,23.0,3500.0,1350.0,1.3559298787168352,103.76266289830124,Low
940,HILLVIEW GREEN,3,Private Condominium,21.0,4825.0,1487.5,1.3582466407954543,103.76379621862957,Average
942,HILLVIEW HEIGHTS,3,Private Condominium,23.0,4155.555555555556,1261.111111111111,1.3610674933250884,103.76563148111624,Low
944,HILLVIEW PARK,3,Private Condominium,23.0,4700.0,1300.0,1.3649448073687704,103.76610542411284,Average
946,HILLVIEW REGENCY,3,Private Condominium,23.0,4433.333333333333,1150.0,1.3519518442840452,103.75744605202064,Average
948,HILLVISTA,3,Private Condominium,23.0,4600.0,1183.3333333333333,1.359988292907661,103.76334275158356,Average
951,HOLLAND COURT,3,Private Condominium,10.0,6200.0,1350.0,1.3133605560631807,103.79808696653804,High
952,HOLLAND GEMS,3,Private Condominium,10.0,7550.0,1750.0,1.3101925839164146,103.8068004460044,Extreme
954,HOLLAND HILL PARK,3,Private Condominium,10.0,6550.0,1500.0,1.3098961502450306,103.8021390467498,High
955,HOLLAND MANSION,3,Private Condominium,10.0,7000.0,1650.0,1.312039824830335,103.80117097619912,Extreme
956,HOLLAND MEWS,3,Private Condominium,10.0,6245.0,1250.0,1.309463967249513,103.80634440393814,High
963,HOLLAND RESIDENCES,3,Private Condominium,10.0,8350.0,1700.0,1.3107225770346744,103.79951305417524,Extreme
964,HOLLYWOOD APARTMENTS,3,Private Condominium,9.0,3500.0,950.0,1.2961509273576792,103.84316209917566,Low
965,HOMEY GARDENS,3,Private Condominium,15.0,3950.0,1150.0,1.309605088849368,103.90871334633871,Low
967,HORIZON RESIDENCES,3,Private Condominium,5.0,6666.666666666667,1350.0,1.2818612670190137,103.78405684080928,Extreme
969,HOUGANG GREEN,3,Private Condominium,19.0,4200.0,1150.0,1.3798667990360771,103.88742890980213,Low
970,HUA XIN COURT,3,Private Condominium,15.0,5800.0,1950.0,1.3114650721792602,103.93316512743851,High
971,HULLET RISE,3,Private Condominium,9.0,6100.0,1250.0,1.3032277179956402,103.83818472206772,High
972,HUME PARK I,3,Private Condominium,21.0,4161.111111111111,1261.111111111111,1.3535697966772071,103.76788035111224,Low
974,HUME PARK II,3,Private Condominium,21.0,4271.428571428572,1292.857142857143,1.355639307545496,103.76765793357352,Low
978,HUNDRED TREES,3,Private Condominium,5.0,5633.333333333333,1250.0,1.3140463732836594,103.75950908460604,High
990,IMPERIAL HEIGHTS,3,Private Condominium,15.0,4300.0,1050.0,1.311409360299434,103.89525216887216,Low
991,INTERO,3,Private Condominium,13.0,4950.0,1050.0,1.33018017287763,103.86740154046004,Average
992,INZ RESIDENCE,3,Executive Condominium,23.0,4250.0,1200.0,1.3744757650499613,103.73934505496896,Low
993,IRESIDENCES,3,Private Condominium,12.0,5750.0,1350.0,1.3252071701968255,103.84556719887368,High
995,ISLAND VIEW,3,Private Condominium,5.0,9250.0,>3000,1.2793523550548636,103.79360737748112,Extreme
999,ISUITES @ PALM,3,Private Condominium,19.0,3650.0,1150.0,1.361059628131604,103.87871341126905,Low
1001,IVORY,3,Private Condominium,15.0,4750.0,1050.0,1.3113258281342015,103.90046866636482,Average
1005,J GATEWAY,3,Private Condominium,22.0,5710.0,910.0,1.3362431580534757,103.74179558782834,High
1008,JADE RESIDENCES,3,Private Condominium,19.0,4050.0,800.0,1.3490519728360009,103.87770148444643,Low
1012,JADESCAPE,3,Private Condominium,20.0,6680.0,1050.0,1.351743029241656,103.83822278867422,Extreme
1014,JANSEN 28,3,Private Condominium,19.0,4500.0,1650.0,1.3602547968515717,103.87681855375122,Average
1016,JARDIN,3,Private Condominium,21.0,7500.0,1500.0,1.33773655747452,103.78019297042994,Extreme
1018,JERSEY LODGE,3,Private Condominium,15.0,4210.0,1150.0,1.314352387505525,103.9148692417914,Low
1020,JERVOIS LODGE,3,Private Condominium,10.0,5600.0,1200.0,1.2942556073552751,103.82317313765506,High
1022,JERVOIS REGENCY,3,Private Condominium,10.0,4500.0,2450.0,1.2944341675699798,103.82212352923764,Average
1025,JEWEL @ BUANGKOK,3,Private Condominium,19.0,4383.333333333333,983.3333333333334,1.3813525957765445,103.8920809453112,Average
1031,JUI RESIDENCES,3,Private Condominium,12.0,5350.0,1000.0,1.326331570333989,103.86607725608005,High
1033,JUNIPER HILL,3,Private Condominium,10.0,7000.0,950.0,1.3164210924377842,103.82998053551472,Extreme
1036,KAI FOOK MANSION,3,Private Condominium,3.0,8500.0,1150.0,1.2846677819958148,103.82925960332544,Extreme
1039,KALLANG RIVERSIDE,3,Private Condominium,12.0,7000.0,1150.0,1.3071579745109818,103.86701052889607,Extreme
1044,KAP RESIDENCES,3,Private Condominium,21.0,6000.0,1450.0,1.3369065866193497,103.77937380534604,High
1047,KASTURINA LODGE,3,Private Condominium,10.0,5600.0,1050.0,1.2964710712585583,103.82982448903893,High
1050,KATONG REGENCY,3,Private Condominium,15.0,7266.666666666667,1550.0,1.314453078783408,103.89460026315416,Extreme
1051,KATONG VILLE,3,Private Condominium,15.0,3300.0,1150.0,1.31301862106974,103.89376629572916,Low
1052,KELIVILLE,3,Private Condominium,20.0,4500.0,1650.0,1.355458532741879,103.83387704267132,Average
1054,KELLETT COURT,3,Private Condominium,11.0,5400.0,1350.0,1.327315286607741,103.81232092416094,High
1058,KENSINGTON PARK CONDOMINIUM,3,Private Condominium,19.0,5021.428571428572,1728.5714285714287,1.367149238804887,103.86924532743718,Average
1064,KENT RIDGE HILL RESIDENCES,3,Private Condominium,5.0,5896.153846153846,957.6923076923077,1.280708582227574,103.79009001763076,High
1069,KENTISH GREEN,3,Private Condominium,8.0,5000.0,1350.0,1.315648356600034,103.85172018654744,Average
1071,KENTVIEW PARK,3,Private Condominium,5.0,4350.0,1250.0,1.28198704681658,103.78579432937563,Low
1073,KERRISDALE,3,Private Condominium,8.0,5505.0,1250.0,1.3134568555311776,103.85845818827204,High
1075,KHEAM HOCK GARDENS,3,Private Condominium,11.0,8500.0,2450.0,1.328717801008041,103.82034009971052,Extreme
1076,KIM KEAT GARDENS,3,Private Condominium,12.0,4900.0,1350.0,1.3235229254365732,103.85259795263536,Average
1079,KIM SIA COURT,3,Private Condominium,9.0,5340.0,1450.0,1.306083614725573,103.8348850844265,High
1081,KING'S COURT,3,Private Condominium,8.0,4200.0,2350.0,1.314726255523217,103.84626604945352,Low
1082,KING'S MANSION,3,Private Condominium,15.0,4533.333333333333,1650.0,1.3006657561879789,103.89845475142452,Average
1086,KINGSFORD . HILLVIEW PEAK,3,Private Condominium,23.0,5133.333333333333,1150.0,1.3647265447452857,103.764248189233,Average
1090,KINGSFORD WATERBAY,3,Private Condominium,19.0,3956.25,862.5,1.373256931060223,103.9024286701952,Low
1091,KINGSGROVE,3,Private Condominium,20.0,4400.0,1600.0,1.3556971956563757,103.8587634598722,Average
1093,KINGSLEY MANSIONS,3,Private Condominium,12.0,3700.0,1350.0,1.3271424243726992,103.84993765353008,Low
1094,KISMIS COURT,3,Private Condominium,21.0,3500.0,1950.0,1.338068703107783,103.77081658804347,Low
1095,KOVAN CREST,3,Private Condominium,19.0,3800.0,1350.0,1.3583007878701574,103.88142502435004,Low
1096,KOVAN ESQUIRE,3,Private Condominium,19.0,3200.0,1050.0,1.358213538228905,103.8811277139104,Low
1099,KOVAN MELODY,3,Private Condominium,19.0,5272.222222222223,1283.3333333333333,1.3604191632941598,103.88355350072467,High
1101,KOVAN PRIMERA,3,Private Condominium,19.0,4400.0,1650.0,1.355070807962076,103.8780354427322,Average
1104,KOVAN REGENCY,3,Private Condominium,19.0,5100.0,1037.5,1.3636285914792867,103.88538212322251,Average
1107,KOVAN RESIDENCES,3,Private Condominium,19.0,5557.142857142857,1321.4285714285713,1.3611241685996742,103.885325084081,High
1109,KUIE PONG LOFT,3,Private Condominium,10.0,7000.0,1450.0,1.3192447240608358,103.82588442179129,Extreme
1115,LA CASA,3,Executive Condominium,25.0,4140.0,1170.0,1.4319867783103768,103.79768463813214,Low
1118,LA CRYSTAL,3,Private Condominium,9.0,5200.0,950.0,1.2961123923169593,103.83682926718132,Average
1119,LA DOLCE VITA,3,Private Condominium,19.0,6650.0,1800.0,1.346092552325477,103.88036113831564,High
1122,LA FIESTA,3,Private Condominium,19.0,4305.0,870.0,1.3887490768374195,103.8952678624272,Low
1125,LA MAISON,3,Private Condominium,11.0,5400.0,1250.0,1.319603874821974,103.84710774903957,High
1126,LA SUISSE,3,Private Condominium,11.0,7800.0,2188.4615384615386,1.3471031562766749,103.79065392923413,Extreme
1128,LAGUNA 88,3,Private Condominium,16.0,4425.0,1300.0,1.3218118354441175,103.95851357292112,Average
1132,LAKE GRANDE,3,Private Condominium,22.0,5700.0,950.0,1.345644790667105,103.72393485813788,High
1135,LAKE LIFE,3,Executive Condominium,22.0,5150.0,1100.0,1.3317908455022218,103.72420279786334,Average
1138,LAKEHOLMZ,3,Private Condominium,22.0,5133.333333333333,1250.0,1.3423486511968747,103.71620711236204,Average
1142,LAKEVILLE,3,Private Condominium,22.0,6086.111111111111,1088.888888888889,1.3450626990197418,103.7260367444554,High
1146,LANDBAY CONDOMINIUM,3,Private Condominium,16.0,4725.0,1200.0,1.312852301471265,103.9359124173477,Average
1147,LANDRIDGE CONDOMINIUM,3,Private Condominium,5.0,5200.0,1750.0,1.2791631178425662,103.78708009129376,Average
1149,LATITUDE,3,Private Condominium,10.0,9818.333333333334,1750.0,1.2963623533278132,103.82773423656948,Extreme
1155,LE CRESCENDO,3,Private Condominium,14.0,4750.0,1150.0,1.330553174125513,103.88835042988644,Average
1157,LE HILL CONDOMINIUM,3,Private Condominium,5.0,4800.0,1350.0,1.283248331283286,103.78476884733516,Average
1158,LE LOYANG,3,Private Condominium,17.0,3800.0,1150.0,1.378403626156029,103.95622499401772,Low
1160,LE MERRITT,3,Private Condominium,15.0,4500.0,950.0,1.3107637591555803,103.9135462348648,Average
1163,LE QUEST,3,Private Condominium,23.0,5285.714285714285,950.0,1.3558984753775,103.74153972919731,High
1167,LE REVE,3,Private Condominium,14.0,5500.0,1050.0,1.3188627402892137,103.90634313150602,High
1168,LE SHANTIER,3,Private Condominium,12.0,5000.0,1650.0,1.3259415279111288,103.84649464587947,Average
1170,LE WILKIE,3,Private Condominium,9.0,5866.666666666667,1150.0,1.3027863584242578,103.84795088293708,High
1171,LE WOOD,3,Private Condominium,21.0,4500.0,1250.0,1.3472618148020803,103.77579001186808,Average
1173,LEEDON 2,3,Private Condominium,10.0,5600.0,1200.0,1.3128720359434802,103.79691826709396,High
1175,LEEDON RESIDENCE,3,Private Condominium,10.0,15800.0,2256.25,1.3138863366187206,103.80153789940708,Extreme
1179,LEGENDA AT JOO CHIAT,3,Private Condominium,15.0,6500.0,1450.0,1.3126237325165149,103.90173820620046,High
1180,LEICESTER LODGE,3,Private Condominium,13.0,4500.0,1350.0,1.3300700594426265,103.86679151889172,Average
1181,LEIGHWOODS,3,Private Condominium,10.0,6300.0,2250.0,1.3150989317990205,103.77732510578424,High
1184,LEONIE GARDENS,3,Private Condominium,9.0,7812.5,1750.0,1.2981918547674316,103.8326343454474,Extreme
1188,LEONIE HILL RESIDENCES,3,Private Condominium,9.0,8900.0,1450.0,1.297252784050022,103.83327516772856,Extreme
1200,LILYDALE,3,Executive Condominium,27.0,4112.5,1200.0,1.4248749844054478,103.84931645378474,Low
1203,LINCOLN SUITES,3,Private Condominium,11.0,7275.0,1350.0,1.3170304687280217,103.84265904267984,Extreme
1208,LIV ON WILKIE,3,Private Condominium,9.0,4600.0,750.0,1.302759195799554,103.8487548152644,Average
1210,LIVIA,3,Private Condominium,18.0,4835.714285714285,1307.142857142857,1.372662847775274,103.94280504061368,Average
1212,LLOYD MANSION,3,Private Condominium,9.0,3433.3333333333335,1050.0,1.2969908020065255,103.84028968997794,Low
1214,LLOYD SIXTYFIVE,3,Private Condominium,9.0,15750.0,1850.0,1.2972146712130763,103.83885779302572,Extreme
1222,LOTUS AT JOO CHIAT,3,Private Condominium,15.0,8050.0,1283.3333333333333,1.313996097922851,103.9022612662583,Extreme
1227,LOYANG VALLEY,3,Private Condominium,17.0,4292.857142857143,1907.142857142857,1.369151292405031,103.97062717927425,Low
1230,LUCIDA,3,Private Condominium,11.0,6000.0,1350.0,1.3147368600290048,103.84490778237746,High
1232,LUCKY PLAZA APARTMENTS,3,Private Condominium,9.0,7133.333333333333,1583.3333333333333,1.304533853409946,103.83405267375232,Extreme
1237,LUSH ACRES,3,Executive Condominium,28.0,4000.0,1050.0,1.39473150849547,103.87960842228446,Low
1239,LUSH ON HOLLAND HILL,3,Private Condominium,10.0,6900.0,1550.0,1.3089493003492774,103.80055638063412,Extreme
1240,LUXE VILLE,3,Private Condominium,5.0,5800.0,1450.0,1.29012232920425,103.77733178124448,High
1243,M21,3,Private Condominium,11.0,8300.0,2450.0,1.3224668254819196,103.84882323348204,Extreme
1252,MACKENZIE REGENCY,3,Private Condominium,9.0,5100.0,1016.6666666666666,1.3047064839043043,103.84954234619045,Average
1253,MADISON RESIDENCES,3,Private Condominium,10.0,8300.0,1450.0,1.31853410525333,103.82999777607544,Extreme
1255,MALVERN SPRINGS,3,Private Condominium,15.0,7500.0,1350.0,1.3059402152155406,103.90398950300948,Extreme
1261,MANDARIN GARDENS,3,Private Condominium,15.0,5681.64705882353,1720.5882352941176,1.3076124186966032,103.92515679410768,High
1264,MAPLE WOODS,3,Private Condominium,21.0,6490.0,1523.3333333333333,1.334763366491205,103.78433587436764,High
1268,MARGARET VILLE,3,Private Condominium,3.0,6700.0,950.0,1.2994335147690672,103.80275953211776,Extreme
1271,MARINA BAY RESIDENCES,3,Private Condominium,1.0,12000.0,1687.5,1.2797146070299894,103.85492244605403,Extreme
1274,MARINA BAY SUITES,3,Private Condominium,1.0,9722.222222222223,1627.7777777777778,1.2804256977353263,103.85206626816604,Extreme
1276,MARINA COLLECTION,3,Private Condominium,4.0,8766.666666666666,1916.6666666666667,1.2442504941376429,103.83972663996362,Extreme
1281,MARINA ONE RESIDENCES,3,Private Condominium,1.0,11611.111111111111,1550.0,1.2772791586027898,103.85375883926606,Extreme
1287,MARTIN MODERN,3,Private Condominium,9.0,9875.0,1125.0,1.2935431093564655,103.83805079369162,Extreme
1290,MARTIN NO 38,3,Private Condominium,9.0,11800.0,1450.0,1.2921854540798352,103.83813217242728,Extreme
1293,MARTIN PLACE RESIDENCES,3,Private Condominium,9.0,9554.166666666666,1575.0,1.294222407111577,103.83813613487403,Extreme
1295,MARTINA MANSIONS,3,Private Condominium,10.0,4600.0,1250.0,1.3173996787847522,103.83323712251968,Average
1296,MARYMOUNT VIEW,3,Private Condominium,20.0,4550.0,1250.0,1.352906262299037,103.84096459749642,Average
1299,MAYFAIR MODERN,3,Private Condominium,21.0,6050.0,950.0,1.3374699517284274,103.78152487869174,High
1301,MAYSPRINGS,3,Private Condominium,23.0,3958.3333333333335,1333.3333333333333,1.3761362037574978,103.76360610997506,Low
1305,MEADOWS @ PEIRCE,3,Private Condominium,26.0,4243.75,1512.5,1.381276156159427,103.8275019736526,Low
1309,MEDGE,3,Private Condominium,11.0,4200.0,850.0,1.3234519027427942,103.85046088855016,Low
1310,MEIER SUITES,3,Private Condominium,15.0,8360.0,>3000,1.2988407111379014,103.88857378905284,Extreme
1314,MELROSE PARK,3,Private Condominium,10.0,7550.0,1483.3333333333333,1.2932677411126012,103.83048399435737,Extreme
1316,MELROSE VILLE,3,Private Condominium,15.0,3900.0,850.0,1.3106857372341556,103.89335247865928,Low
1318,MELVILLE PARK,3,Private Condominium,18.0,4238.888888888889,1233.3333333333333,1.3466636562908685,103.95865348906,Low
1320,MERA EAST,3,Private Condominium,14.0,4750.0,1200.0,1.318122441338374,103.90922075288228,Average
1321,MERA SPRINGS,3,Private Condominium,8.0,5500.0,1250.0,1.3148412904888245,103.84673364625904,High
1322,MERALODGE,3,Private Condominium,23.0,4425.0,1800.0,1.3542491271479664,103.7613758416696,Average
1324,MERAPRIME,3,Private Condominium,3.0,7025.0,1150.0,1.287131906386226,103.827860329819,Extreme
1327,MERAWOODS,3,Private Condominium,23.0,4912.5,1350.0,1.3562356573320218,103.75969494869096,Average
1329,MERGUI MANSIONS,3,Private Condominium,8.0,3475.0,1400.0,1.317100140853296,103.85162063134555,Low
1330,MERIDIAN 38,3,Private Condominium,15.0,2000.0,1150.0,1.310255735422851,103.91093742580335,Low
1332,MEYER PARK,3,Private Condominium,15.0,5300.0,1850.0,1.2961854456593067,103.89172873424636,High
1337,MI CASA,3,Private Condominium,23.0,5000.0,1250.0,1.3841069619994937,103.7483647731379,Average
1342,MIDTOWN RESIDENCES,3,Private Condominium,19.0,4000.0,650.0,1.370648683952851,103.89504955254094,Low
1350,MIRAGE TOWER,3,Private Condominium,9.0,6355.0,1380.0,1.2920675130879848,103.83430736812902,High
1352,MIRO,3,Private Condominium,11.0,7500.0,1950.0,1.3140188527224974,103.84242949807266,Extreme
1356,MODENA,3,Private Condominium,18.0,4900.0,1400.0,1.3426929871115256,103.9545256370835,Average
1359,MON JERVOIS,3,Private Condominium,10.0,7200.0,1450.0,1.293915244763484,103.82188493208804,Extreme
1361,MONARCHY APARTMENTS,3,Private Condominium,11.0,5000.0,1150.0,1.3248625739943696,103.85017836999003,Average
1364,MONTEBLEU,3,Private Condominium,11.0,5750.0,1250.0,1.3238302054138946,103.85018556627396,High
1366,MONTEREY PARK CONDOMINIUM,3,Private Condominium,5.0,5337.857142857143,1378.5714285714287,1.3168437408761664,103.75358677182614,High
1369,MONTROSA,3,Private Condominium,23.0,2800.0,1150.0,1.3568477337509754,103.75952798583296,Low
1371,MONTVIEW,3,Private Condominium,10.0,6900.0,1550.0,1.3166364933483778,103.77740391192924,Extreme
1373,MOONSTONE RESIDENCES,3,Private Condominium,12.0,4800.0,1250.0,1.3270335726189102,103.86601958925084,Average
1376,MOONSTONE VIEW,3,Private Condominium,12.0,4530.0,1110.0,1.3273439844309731,103.86552503235858,Average
1377,MORIMASA GARDENS,3,Private Condominium,11.0,8000.0,2100.0,1.316170735652146,103.83850933664918,Extreme
1379,MOUNT FABER LODGE,3,Private Condominium,4.0,7366.666666666667,2483.3333333333335,1.2688371864446293,103.82468869314404,Extreme
1387,MURANO,3,Private Condominium,5.0,5200.0,1050.0,1.2893016759249716,103.77562255416532,Average
1388,MUTIARA CREST,3,Private Condominium,10.0,4500.0,1350.0,1.2959340098380454,103.8294376904899,Average
1389,MUTIARA VIEW,3,Private Condominium,10.0,4900.0,1216.6666666666667,1.295286002005373,103.82857046308654,Average
1394,NASSIM JADE,3,Private Condominium,10.0,12500.0,2616.6666666666665,1.3065779324062403,103.82588488959335,Extreme
1395,NASSIM LODGE,3,Private Condominium,10.0,21000.0,>3000,1.3071852391316934,103.82562492469889,Extreme
1398,NASSIM REGENCY,3,Private Condominium,10.0,12368.75,2100.0,1.3117975463029543,103.81941578486504,Extreme
1400,NASSIMVILLE,3,Private Condominium,10.0,13800.0,2250.0,1.307656319996534,103.82492036687388,Extreme
1403,NATHAN PLACE,3,Private Condominium,10.0,8800.0,1850.0,1.295076564847958,103.82648697300532,Extreme
1407,NATHAN SUITES,3,Private Condominium,10.0,9050.0,1750.0,1.2953006261934676,103.8270718544874,Extreme
1411,NATURA@HILLVIEW,3,Private Condominium,23.0,3950.0,650.0,1.3531956447327973,103.7588566947914,Low
1417,NEEM TREE,3,Private Condominium,12.0,4820.0,850.0,1.32744605589937,103.8516453091278,Average
1420,NEW COURT,3,Private Condominium,12.0,4950.0,1150.0,1.328071704699847,103.8435912935848,Average
1421,NEW FUTURA,3,Private Condominium,9.0,18250.0,1850.0,1.2980616037724,103.83414247881784,Extreme
1427,NEWTON 18,3,Private Condominium,11.0,6000.0,1250.0,1.314225495568355,103.84120163977778,High
1428,NEWTON 21,3,Private Condominium,11.0,6983.333333333333,1550.0,1.3149647423270063,103.84052290889426,Extreme
1433,NEWTON GEMS,3,Private Condominium,11.0,7100.0,1450.0,1.3168729509356645,103.8424364451321,Extreme
1435,NEWTON IMPERIAL,3,Private Condominium,11.0,8200.0,1750.0,1.3154098076637664,103.84149294348911,Extreme
1437,NEWTON ONE,3,Private Condominium,11.0,15800.0,2233.3333333333335,1.3141389155813128,103.83939719685092,Extreme
1439,NEWTON SUITES,3,Private Condominium,11.0,7266.666666666667,1250.0,1.3177135326760294,103.84225848928764,Extreme
1440,NIM GARDENS,3,Private Condominium,28.0,4600.0,1950.0,1.3811294009372417,103.8638594899506,Average
1443,NIN RESIDENCE,3,Private Condominium,13.0,6000.0,1350.0,1.3330848588220632,103.86993560022997,High
1446,NINE RESIDENCES,3,Private Condominium,27.0,4133.333333333333,950.0,1.433443544652104,103.84181291356788,Low
1450,NINETEEN SHELFORD ROAD,3,Private Condominium,11.0,5000.0,1050.0,1.3262431857695254,103.81199525075426,Average
1451,NIVEN LOFT,3,Private Condominium,9.0,6000.0,2250.0,1.3039208843281684,103.84984611165528,High
1456,NON-LANDED HOUSING DEVELOPMENT,3,Private Condominium,9.162162162162161,5460.891891891892,1351.3513513513512,1.3091808342147977,103.8211658764631,High
1461,NORTH PARK RESIDENCES,3,Private Condominium,27.0,5196.428571428572,921.4285714285714,1.4283585647940136,103.83687111673736,Average
1463,NORTHOAKS,3,Executive Condominium,25.0,4126.666666666667,1323.3333333333333,1.4454543140123144,103.80625091197462,Low
1466,NORTHVALE,3,Private Condominium,23.0,4258.333333333333,1266.6666666666667,1.3866963173934672,103.74540781598446,Low
1467,NORTHWOOD,3,Private Condominium,27.0,4050.0,1350.0,1.4262926200875374,103.8243143486488,Low
1471,NOUVEL 18,3,Private Condominium,10.0,14833.333333333334,1716.6666666666667,1.3107664846132436,103.82824281978466,Extreme
1473,NOUVELLE PARK,3,Private Condominium,19.0,3600.0,1250.0,1.3668169318621493,103.87721746774048,Low
1474,NOVA 48,3,Private Condominium,12.0,5500.0,1000.0,1.3251127097545037,103.84902869177095,High
1475,NOVA 88,3,Private Condominium,12.0,5500.0,1850.0,1.3248021838896282,103.84955648443191,High
1478,NOVENA LODGE,3,Private Condominium,11.0,3750.0,950.0,1.323635873976239,103.8411919147275,Low
1483,NUOVO,3,Executive Condominium,20.0,4650.0,1350.0,1.3853098256810967,103.84208792015065,Average
1486,NV RESIDENCES,3,Private Condominium,18.0,4660.0,1190.0,1.3718731453391184,103.943361143819,Average
1489,NYON,3,Private Condominium,15.0,7500.0,1250.0,1.2997548949258222,103.89843404548049,Extreme
1491,OASIS @ ELIAS,3,Private Condominium,18.0,4283.333333333333,1250.0,1.377377741085947,103.9416534727707,Low
1494,OASIS GARDEN,3,Private Condominium,19.0,4700.0,1250.0,1.3386947935383289,103.88297172342251,Average
1500,OLEANAS RESIDENCE,3,Private Condominium,9.0,6066.666666666667,1233.3333333333333,1.2935065971793929,103.83880384277968,High
1503,OLEANDER TOWERS,3,Private Condominium,12.0,4166.666666666667,1183.3333333333333,1.33324558856048,103.84426314609507,Low
1505,OLLOI,3,Private Condominium,15.0,6800.0,950.0,1.3150455199264923,103.89958426369525,Extreme
1509,ONE AMBER,3,Private Condominium,15.0,6171.428571428572,1321.4285714285713,1.3020466700548996,103.89914660451431,High
1513,ONE BALMORAL,3,Private Condominium,10.0,8450.0,1450.0,1.3139467453585427,103.8298220333439,Extreme
1517,ONE DEVONSHIRE,3,Private Condominium,9.0,8783.333333333334,1283.3333333333333,1.297117655400251,103.83754242073424,Extreme
1521,ONE EIGHTIES RESIDENCES,3,Private Condominium,15.0,5800.0,1250.0,1.314899756930067,103.90536769839731,High
1522,ONE FORT,3,Private Condominium,15.0,5000.0,1250.0,1.3002395868831766,103.88517808351068,Average
