Y,X
1.3127147936936168,103.8834735688856
1.3123160862284395,103.88141774162756
1.4375106754569034,103.82982673694555
1.3365044124072576,103.7802210507957
1.3365044124072576,103.7802210507957
1.3191489495292772,103.8469838987825
1.325722459400445,103.81244339066758
1.299006913473382,103.89932728741275
1.3051088048370418,103.83931942577833
1.3051088048370418,103.83931942577833
1.2999186868703498,103.82557510549357
1.2999186868703498,103.82557510549357
1.2995689175020302,103.89876395149206
1.2995689175020302,103.89876395149206
1.329505171995808,103.86810462492637
1.329505171995808,103.86810462492637
1.329505171995808,103.86810462492637
1.3508891711726287,103.83545080671995
1.302836497518407,103.84649517312714
1.302836497518407,103.84649517312714
1.2964971434262105,103.83439140441908
1.2964971434262105,103.83439140441908
1.3617933237323758,103.88131896507609
1.3617933237323758,103.88131896507609
1.2801273893130882,103.78489395903264
1.2801273893130882,103.78489395903264
1.3157672806117042,103.84167775863018
1.3157672806117042,103.84167775863018
1.3117046542922282,103.88452293230534
1.3100604494055297,103.85303317825426
1.3032548077626909,103.82476118104846
1.2960705742070657,103.83846919244289
1.3270134364589201,103.84206211391432
1.3270134364589201,103.84206211391432
1.3270134364589201,103.84206211391432
1.3006497851199532,103.90078474285409
1.3006497851199532,103.90078474285409
1.311781996778111,103.89623238544566
1.311781996778111,103.89623238544566
1.2940290152943994,103.82277315084012
1.2940290152943994,103.82277315084012
1.3634534583065279,103.87445424858734
1.361675440672571,103.87803849253469
1.3087332602686021,103.91336144750706
1.3156052914913317,103.84582103810699
1.3156052914913317,103.84582103810699
1.3156052914913317,103.84582103810699
1.3065846597991715,103.90769205622757
1.3065846597991715,103.90769205622757
1.3150015723674955,103.84903555188097
1.2735638795784692,103.84547747486472
1.2735638795784692,103.84547747486472
1.3010383598085782,103.8460413264229
1.3010383598085782,103.8460413264229
1.3010383598085782,103.8460413264229
1.3234548025092292,103.84803610993119
1.314914504181473,103.85476626287867
1.3029439044343119,103.83863983168548
1.3069794105373163,103.82063276063066
1.3069794105373163,103.82063276063066
1.29015972958802,103.83747518407338
1.29605242811987,103.83635238951382
1.29605242811987,103.83635238951382
1.29605242811987,103.83635238951382
1.3364573005936586,103.8697026668795
1.3364573005936586,103.8697026668795
1.299335489630771,103.8887578200651
1.299335489630771,103.8887578200651
1.4058134883103335,103.90022450632058
1.4058134883103335,103.90022450632058
1.4058134883103335,103.90022450632058
1.2980703409072256,103.89742175895461
1.2980703409072256,103.89742175895461
1.328441984715338,103.8127993922826
1.328441984715338,103.8127993922826
1.328441984715338,103.8127993922826
1.3695283422203028,103.82800016349015
1.3695283422203028,103.82800016349015
1.3165122961637001,103.84633364854494
1.3165122961637001,103.84633364854494
1.3165122961637001,103.84633364854494
1.366348369269069,103.8744227770436
1.366348369269069,103.8744227770436
1.366348369269069,103.8744227770436
1.3272501231977782,103.86395787049304
1.3272501231977782,103.86395787049304
1.29058427023007,103.82265933043819
1.2905134236534272,103.81892463248732
1.2905134236534272,103.81892463248732
1.2905134236534272,103.81892463248732
1.291079733136569,103.80727326124202
1.291079733136569,103.80727326124202
1.291079733136569,103.80727326124202
1.319878925993113,103.78051940626625
1.319878925993113,103.78051940626625
1.2747011331284028,103.84439047376014
1.2747011331284028,103.84439047376014
1.2747011331284028,103.84439047376014
1.324724236327586,103.84079859679348
1.3497594478458705,103.86650168656152
1.3497594478458705,103.86650168656152
1.3147129700440794,103.84200867949839
1.3147129700440794,103.84200867949839
1.3147129700440794,103.84200867949839
1.3022797614084975,103.90119423522914
1.3022797614084975,103.90119423522914
1.3013307424389804,103.90088392749358
1.3013307424389804,103.90088392749358
1.2995537737856713,103.89802610536304
1.2995537737856713,103.89802610536304
1.3261062964834363,103.85114320960326
1.3036786353369616,103.82917293291402
1.3036786353369616,103.82917293291402
1.3191456177538323,103.84615716451886
1.3374712228845103,103.93565092227205
1.3374712228845103,103.93565092227205
1.3504792132558496,103.92905990966933
1.3504792132558496,103.92905990966933
1.3384867996588532,103.92126949795458
1.3384867996588532,103.92126949795458
1.3384867996588532,103.92126949795458
1.3384867996588532,103.92126949795458
1.3384867996588532,103.92126949795458
1.3097116365745995,103.82745878636045
1.310502419065781,103.82956298286062
1.3101510564290233,103.82864119803563
1.308486744049716,103.82868193374917
1.2987382372054874,103.8879471286582
1.2987382372054874,103.8879471286582
1.2900968204789223,103.81723036143354
1.2900968204789223,103.81723036143354
1.2910317202574217,103.81691649498677
1.2910317202574217,103.81691649498677
1.2910317202574217,103.81691649498677
1.2947835033116544,103.84012411039498
1.2947835033116544,103.84012411039498
1.2947835033116544,103.84012411039498
1.2947835033116544,103.84012411039498
1.3148562426665815,103.90462805273252
1.3138703037737578,103.89055341743112
1.3138703037737578,103.89055341743112
1.3183765168179888,103.77655760159965
1.3183765168179888,103.77655760159965
1.321200413403726,103.91185969901207
1.321200413403726,103.91185969901207
1.3149339370420776,103.88588602604109
1.3149339370420776,103.88588602604109
1.31310883281622,103.88587282855495
1.31310883281622,103.88587282855495
1.3109085658683228,103.90619659970471
1.3109085658683228,103.90619659970471
1.3102794334122696,103.91603445226943
1.3102794334122696,103.91603445226943
1.3102794334122696,103.91603445226943
