propertyType,y,x
Private Condominium,32424.904499999997,38213.26501
Private Condominium,37829.56999,42582.70644
Private Condominium,37829.56999,42582.70644
Private Condominium,37829.56999,42582.70644
Private Condominium,33321.44693,27884.49756
Private Condominium,33374.38797,27471.11825
Private Condominium,34670.00724,23821.66427
Private Condominium,34670.00724,23821.66427
Private Condominium,34670.00724,23821.66427
Private Condominium,33027.3931,27239.850950000004
Private Condominium,32542.63572,38113.70968
Private Condominium,32542.63572,38113.70968
Private Condominium,38108.85134,27525.00622
Private Condominium,33293.83402,37981.87142
Private Condominium,33293.83402,37981.87142
Private Condominium,33293.83402,37981.87142
Private Condominium,41550.65345,36945.18647
Private Condominium,41550.65345,36945.18647
Private Condominium,41499.83695,29930.687560000002
Private Condominium,41499.83695,29930.68756
Private Condominium,41538.79557,29993.38804
Private Condominium,41538.79557,29993.38804
Private Condominium,35038.68044,22662.28547
Private Condominium,35038.68044,22662.28547
Private Condominium,35038.68044,22662.28547
Private Condominium,38771.24982,33196.08653
Private Condominium,33064.88118,21717.51782
Private Condominium,39040.88207,21682.41413
Private Condominium,39040.88207,21682.41413
Private Condominium,39040.88207,21682.41413
Private Condominium,39040.88207,21682.41413
Private Condominium,42895.24314,26277.01816
Private Condominium,37048.69105,32797.9229
Private Condominium,37048.69105,32797.9229
Private Condominium,37048.69105,32797.9229
Executive Condominium,45960.38743,24252.66381
Private Condominium,33352.78206,30069.33817
Private Condominium,33352.78206,30069.338169999995
Private Condominium,33352.78206,30069.33817
Private Condominium,32478.43174,34852.09374
Private Condominium,38202.89348,34394.58401
Private Condominium,34608.4572,23950.111520000002
Private Condominium,34608.4572,23950.111519999995
Private Condominium,34608.4572,23950.111519999995
Private Condominium,28867.10574,23516.75232
Private Condominium,36532.59923,33149.37299
Private Condominium,34024.34612,20532.61846
Private Condominium,34024.34612,20532.61846
Private Condominium,31237.63623,33742.4731
Private Condominium,31237.63623,33742.4731
Private Condominium,31237.63623,33742.4731
Private Condominium,33127.00113,34199.69491
Private Condominium,33127.00113,34199.69491
Private Condominium,34443.72471,29165.94084
Private Condominium,33007.5255,35105.24885
Private Condominium,32954.38426,25646.42015
Private Condominium,33000.13348,25140.84569
Private Condominium,33000.13348,25140.84569
Private Condominium,33057.28357,25181.37385
Private Condominium,33057.28357,25181.37385
Private Condominium,36308.07553,32739.5703
Private Condominium,36308.07553,32739.5703
Private Condominium,32558.44273,36532.85766
Private Condominium,32741.69139,27339.10122
Private Condominium,32741.69139,27339.10122
Private Condominium,35575.58633,22129.058609999996
Private Condominium,35575.58633,22129.05861
Private Condominium,35715.44153,29984.74902
Private Condominium,35715.44153,29984.74902
Private Condominium,35715.44153,29984.74902
Private Condominium,32792.77211,34055.81959
Private Condominium,33387.84668,28657.6011
Private Condominium,33435.92372,28729.5593
Private Condominium,33536.01863,28797.07032
Private Condominium,33034.49917,28578.52306
Private Condominium,33161.15076,27671.71096
Private Condominium,38223.25742,33034.07234
Private Condominium,38295.46048,20431.67213
Private Condominium,38295.46048,20431.67213
Private Condominium,33199.89189,22666.06479
Private Condominium,33199.89189,22666.06479
Private Condominium,33199.89189,22666.06479
Private Condominium,34406.36903,29024.58431
Private Condominium,34406.36903,29024.58431
Private Condominium,32878.20763,28795.19916
Private Condominium,32878.20763,28795.19916
Private Condominium,30337.53359,21473.73341
Private Condominium,32938.67583,37104.20533
Private Condominium,32938.67583,37104.20533
Private Condominium,36849.96692,31638.62544
Private Condominium,37228.64141,31216.73432
Private Condominium,37228.64141,31216.73432
Private Condominium,37228.64141,31216.73432
Private Condominium,32984.97267,28089.99901
Private Condominium,33014.77585,28030.33795
Private Condominium,33037.18542,28250.73745
Private Condominium,33037.18542,28250.73745
Private Condominium,33037.18542,28250.73745
Private Condominium,32078.191000000003,36802.38696
Private Condominium,32078.191,36802.38696
Private Condominium,31228.94295,27267.8646
Private Condominium,31228.94295,27267.8646
Private Condominium,36231.25536,20804.9087
Private Condominium,32181.05593,37214.01833
Private Condominium,32181.05593,37214.01833
Private Condominium,37674.65591,33306.58441
Private Condominium,36153.95529,20834.75515
Private Condominium,36153.95529,20834.75515
Private Condominium,41142.15248,30008.62208
Private Condominium,41142.15248,30008.62208
Private Condominium,39833.65835,29498.80486
Private Condominium,39833.65835,29498.80486
Private Condominium,39833.65835,29498.80486
Private Condominium,34117.9636,40417.14808
Private Condominium,34117.9636,40417.14808
Private Condominium,34117.9636,40417.14808
Private Condominium,32947.41239,34483.90562
Private Condominium,32792.4337,33463.06459
Private Condominium,31298.47816,27543.77163
Private Condominium,31289.08557,27431.11493
Private Condominium,31132.84021,28204.80159
Private Condominium,31132.84021,28204.80159
Private Condominium,31317.386710000002,28154.06474
Private Condominium,31317.386710000002,28154.06474
Private Condominium,31865.502359999995,26805.141249999997
Private Condominium,34440.51013,36731.08783
Private Condominium,34440.51013,36731.08783
Private Condominium,34440.51013,36731.08783
Private Condominium,32733.91605,33707.86146
Private Condominium,33113.6352,34312.3952
Private Condominium,37432.22357,19085.66897
Private Condominium,37432.22357,19085.66897
Private Condominium,37432.22357,19085.66897
Private Condominium,32709.312690000002,33863.27845
Private Condominium,32709.31269,33863.27845
Private Condominium,32590.055039999996,33489.91878
Private Condominium,32590.05504,33489.91878
Private Condominium,41610.68182,33267.41601
Private Condominium,41610.68182,33267.41601
Private Condominium,41610.68182,33267.41601
Private Condominium,32080.78266,35275.84261
Private Condominium,32080.78266,35275.84261
Private Condominium,32070.0053,35168.32662
Private Condominium,32070.0053,35168.32662
Private Condominium,32070.0053,35168.32662
Private Condominium,33120.25643,27739.86388
Private Condominium,33120.25643,27739.86388
Private Condominium,31837.00863,27140.96524
Private Condominium,28312.01452,27341.24795
Private Condominium,28312.01452,27341.24795
Private Condominium,29050.9811,22655.94119
Private Condominium,29050.9811,22655.94119
Private Condominium,28284.19378,25248.00062
Private Condominium,28284.19378,25248.00062
Private Condominium,27667.54667,26846.98954
Private Condominium,27667.54667,26846.98954
Private Condominium,38388.76598,34094.1242
Private Condominium,30238.74594,27844.79141
Private Condominium,31036.46173,34371.9564
Private Condominium,39385.21634,20370.39099
Private Condominium,39385.21634,20370.39099
Private Condominium,37364.48955,42969.18095
Private Condominium,37364.48955,42969.18095
Private Condominium,37364.48955,42969.18095
Private Condominium,37364.48955,42969.18095
Private Condominium,32118.91426,28547.40787
Private Condominium,32118.91426,28547.407870000003
Private Condominium,32340.11639,27538.1985
Private Condominium,32405.15612,36816.96074
Private Condominium,32405.15612,36816.96074
Private Condominium,31851.94973,22551.75971
Private Condominium,31851.94973,22551.75971
Private Condominium,31851.94973,22551.75971
Executive Condominium,39775.96174,35826.33408
Private Condominium,35681.07342,21139.22182
Private Condominium,42096.31957,32589.94652
Private Condominium,42096.31957,32589.94652
Private Condominium,42096.31957,32589.94652
Private Condominium,42096.31957,32589.94652
Private Condominium,32302.23766,28247.20662
Private Condominium,30261.70554,29778.23071
Private Condominium,30261.70554,29778.23071
Private Condominium,35926.29328,20577.83786
Private Condominium,35926.29328,20577.83786
Private Condominium,29610.7512,27613.28351
Private Condominium,29610.7512,27613.28351
Private Condominium,29610.7512,27613.283509999997
Private Condominium,31764.65114,28858.25724
Private Condominium,31764.65114,28858.25724
Private Condominium,38102.25487,32648.82133
Private Condominium,37855.12134,20076.89967
Private Condominium,37855.12134,20076.89967
Private Condominium,35304.72604,25280.7429
Private Condominium,35304.72604,25280.7429
Private Condominium,35304.72604,25280.7429
Private Condominium,35304.72604,25280.7429
Private Condominium,38051.41637,20352.87487
Private Condominium,38051.41637,20352.87487
Private Condominium,38051.41637,20352.87487
Private Condominium,40062.56412,20275.48397
Private Condominium,40062.56412,20275.48397
Private Condominium,33684.96881,28033.05515
Private Condominium,37167.34814,19672.76122
Private Condominium,37167.34814,19672.76122
Private Condominium,39877.31561,19426.4982
Private Condominium,39877.31561,19426.4982
Private Condominium,39877.31561,19426.4982
Private Condominium,37700.18396,19656.13221
Private Condominium,32166.941310000002,28590.42001
Private Condominium,32166.94131,28590.42001
Private Condominium,37673.37198,19941.45121
Private Condominium,37557.54121,20136.86837
Private Condominium,37813.71348,20263.00138
Private Condominium,37813.71348,20263.00138
Private Condominium,38125.62339,20467.25374
Private Condominium,38125.62339,20467.25374
Private Condominium,38125.62339,20467.25374
Private Condominium,38554.35584,20520.01005
Private Condominium,37117.68765,19556.27898
Private Condominium,37117.68765,19556.27898
Private Condominium,38006.29809,20212.54129
Private Condominium,38006.29809,20212.54129
Private Condominium,32773.01899,30958.673510000004
Private Condominium,32693.17044,24527.10933
Private Condominium,32850.35642,24079.09511
Private Condominium,32500.04633,25048.81852
Private Condominium,32500.04633,25048.81852
Private Condominium,32467.27419,24530.04821
Private Condominium,32704.3121,24422.31409
Private Condominium,32419.48018,24998.06446
Private Condominium,32419.48018,24998.06446
Private Condominium,32386.64798,24542.54991
Private Condominium,32386.64798,24542.54991
Private Condominium,32386.64798,24542.54991
Private Condominium,32558.66002,24237.80112
Private Condominium,32558.66002,24237.80112
Private Condominium,32558.66002,24237.80112
Private Condominium,30947.37875,29095.53423
Private Condominium,32435.19464,36390.769
Private Condominium,29367.352510000004,22517.60795
Private Condominium,29367.35251,22517.60795
Private Condominium,31100.95158,27921.38305
Private Condominium,40204.31765,34021.83744
Private Condominium,32640.95744,39112.01761
Private Condominium,31729.89219,28541.59446
Private Condominium,37296.55889,20717.50438
Private Condominium,37525.39566,20692.75802
Private Condominium,37525.39566,20692.75802
Executive Condominium,39428.27457,32928.36944
Private Condominium,32926.28429,19785.74578
Private Condominium,32926.28429,19785.74578
Private Condominium,32926.28429,19785.74578
Private Condominium,32926.28429,19785.74578
Private Condominium,28636.64107,29250.20222
Private Condominium,28636.64107,29250.20222
Private Condominium,29111.15656,22716.14904
Private Condominium,29111.15656,22716.14904
Private Condominium,32546.81675,36849.56559
Private Condominium,32799.42485,33908.56045
Private Condominium,32799.42485,33908.56045
Private Condominium,31276.51443,28384.30103
Private Condominium,32634.66079,34892.66036
Private Condominium,32634.660790000005,34892.66036
Private Condominium,32634.66079,34892.66036
Private Condominium,34710.18182,31793.11964
Executive Condominium,39608.34186,17541.93733
Private Condominium,34160.26988,29363.18497
Private Condominium,33039.85659,29031.69824
Private Condominium,29089.91146,23580.50057
Private Condominium,32163.5904,35510.86424
Private Condominium,38124.69547,33051.95107
Private Condominium,38124.69547,33051.95107
Private Condominium,38124.69547,33051.95107
Private Condominium,38660.01375,33726.0095
Private Condominium,32625.43919,35473.20774
Private Condominium,32473.92128,27734.12795
Private Condominium,35380.75926,17814.49204
Private Condominium,35380.75926,17814.49204
Private Condominium,35380.75926,17814.49204
Private Condominium,35380.75926,17814.49204
Private Condominium,36796.94773,32939.35974
Private Condominium,36796.94773,32939.35974
Private Condominium,36796.94773,32939.35974
Private Condominium,37094.46654,28545.82032
Private Condominium,37094.46654,28545.82032
Private Condominium,37094.46654,28545.82032
Private Condominium,32339.88812,30763.33428
Private Condominium,38035.69742,32841.07715
Private Condominium,35545.76598,22087.7216
Private Condominium,35545.76598,22087.7216
Private Condominium,35545.76598,22087.7216
Private Condominium,32960.14849,37075.84589
Private Condominium,30737.80418,26870.9379
Private Condominium,30737.80418,26870.9379
Private Condominium,30737.80418,26870.9379
Private Condominium,30757.54894,26754.12572
Private Condominium,40368.621869999995,34539.54669
Private Condominium,40368.62187,34539.54669
Private Condominium,40368.62187,34539.54669
Private Condominium,33049.66197,30394.59376
Private Condominium,33049.66197,30394.59376
Private Condominium,30209.65711,21561.65314
Private Condominium,34284.62102,31645.74605
Private Condominium,34284.62102,31645.74605
Private Condominium,34284.62102,31645.74605
Private Condominium,33188.7474,27628.5452
Private Condominium,33188.7474,27628.5452
Private Condominium,33106.06904,35479.12803
Private Condominium,33106.06904,35479.12803
Private Condominium,29677.63004,27548.30677
Private Condominium,32164.50433,31749.63851
Private Condominium,32164.50433,31749.63851
Private Condominium,32164.50433,31749.63851
Private Condominium,48637.15482,28390.00183
Private Condominium,48637.15482,28390.00183
Private Condominium,35453.994,21996.55519
Private Condominium,35453.994,21996.55519
Private Condominium,35453.994,21996.55519
Private Condominium,35453.994,21996.55519
Private Condominium,30982.77676,27611.17566
Private Condominium,30982.77676,27611.17566
Private Condominium,32971.21794,34820.10114
Private Condominium,32971.21794,34820.10114
Private Condominium,32971.21794,34820.10114
Private Condominium,32812.60063,34727.29236
Private Condominium,37505.30741,28062.18772
Private Condominium,37505.30741,28062.18772
Private Condominium,34393.38115,25663.21178
Private Condominium,33592.79566,36843.51662
Private Condominium,32807.7261,29582.02918
Private Condominium,31540.88659,30015.74569
Private Condominium,38798.03597,31998.25386
Private Condominium,36423.53292,33502.15467
Private Condominium,36423.53292,33502.15467
Private Condominium,33148.19019,30078.69052
Private Condominium,29239.88242,23189.04924
Private Condominium,29239.88242,23189.04924
Private Condominium,29239.88242,23189.04924
Private Condominium,29239.88242,23189.04924
Private Condominium,29239.88242,23189.04924
Private Condominium,33056.23914,30112.27172
Private Condominium,33103.30953,30047.95829
Private Condominium,33103.30953,30047.95829
Private Condominium,33127.10229,30177.92287
Private Condominium,29381.25694,22710.97654
Private Condominium,32860.99112,30797.83529
Private Condominium,32860.99112,30797.83529
Private Condominium,32860.99112,30797.83529
Private Condominium,34548.45787,26555.66525
Private Condominium,33974.0397,30145.63844
Private Condominium,34188.70058,30310.12449
Private Condominium,32045.68208,28174.37466
Private Condominium,32045.68208,28174.37466
Private Condominium,33930.72104,25494.66839
Private Condominium,33001.34452,29440.96602
Private Condominium,31446.69662,35249.10846
Private Condominium,31446.69662,35249.10846
Private Condominium,38530.22731,20313.32104
Private Condominium,38530.22731,20313.32104
Private Condominium,38530.22731,20313.32104
Private Condominium,38530.22731,20313.32104
Private Condominium,39473.47473,35691.14431
Private Condominium,39473.47473,35691.14431
Private Condominium,39473.47473,35691.14431
Private Condominium,37531.71239,30831.76082
Private Condominium,34374.2632,29849.57108
Private Condominium,34374.2632,29849.57108
Private Condominium,35582.5175534404,21044.2304633809
Private Condominium,37819.64272,33353.72804
Private Condominium,37809.99444,33320.64101
Private Condominium,38099.07128,34537.55644
Private Condominium,38053.88678,33590.59803
Private Condominium,38053.88678,33590.59803
Private Condominium,38053.88678,33590.59803
Private Condominium,37462.48067,32976.51333
Private Condominium,38408.77345,33794.09478
Private Condominium,38408.77345,33794.09478
Private Condominium,38408.77345,33794.09478
Private Condominium,38408.77345,33794.09478
Private Condominium,38131.84688,33787.75297
Private Condominium,38131.846880000005,33787.75297
Private Condominium,38131.84688,33787.75297
Private Condominium,33500.97107,27172.68838
Private Condominium,33073.61528,28791.826699999998
Private Condominium,33073.61528,28791.8267
Private Condominium,32694.662549999997,33782.91833
Private Condominium,32694.662549999997,33782.91833
Executive Condominium,45967.44386,24034.5153
Executive Condominium,45967.44386,24034.5153
Private Condominium,30943.11589,28390.74577
Private Condominium,30943.11589,28390.74577
Private Condominium,30943.11589,28390.74577
Private Condominium,36469.71558,33235.35595
Private Condominium,41186.49669,34894.1891
Private Condominium,41186.49669,34894.1891
Private Condominium,41186.49669,34894.1891
Private Condominium,41186.49669,34894.1891
Private Condominium,32757.46998,33713.19347
Private Condominium,33540.68712,29534.63611
Private Condominium,36581.45413,23251.93343
Private Condominium,32875.56398,37090.8324
Private Condominium,33785.17889,41933.0075
Private Condominium,32790.95292,39286.44655
Private Condominium,36420.42688,15826.82514
Private Condominium,36420.42688,15826.825139999999
Private Condominium,36420.42688,15826.82514
Private Condominium,36420.42688,15826.82514
Executive Condominium,34888.5244,15856.57577
Executive Condominium,34888.5244,15856.57577
Executive Condominium,34888.5244,15856.57577
Private Condominium,36055.99579,14966.7929
Private Condominium,36055.99579,14966.7929
Private Condominium,36055.99579,14966.7929
Private Condominium,36356.05166,16060.739550000002
Private Condominium,36356.05166,16060.73955
Private Condominium,36356.05166,16060.739550000002
Private Condominium,36356.05166,16060.73955
Private Condominium,36356.05166,16060.73955
Private Condominium,32794.36273,39417.75914
Private Condominium,32794.36273,39417.75914
Private Condominium,29068.99875,22854.06573
Private Condominium,30970.75571,27378.54896
Private Condominium,30970.75571,27378.54896
Private Condominium,30970.75571,27378.54896
Private Condominium,39397.409,27421.76678
Private Condominium,37224.26114,19642.11147
Private Condominium,32627.14525,36559.69789
Private Condominium,34751.46848,34124.51492
Private Condominium,34751.46848,34124.51492
Private Condominium,29520.725450000005,22596.85139
Private Condominium,29520.72545,22596.85139
Private Condominium,40042.81181,41677.99456
Private Condominium,34258.9419,36237.95117
Private Condominium,32563.33126,36928.6205
Private Condominium,37554.14765,17786.09944
Private Condominium,37554.14765,17786.09944
Private Condominium,37554.14765,17786.09944
Private Condominium,32749.49364,33241.33686
Private Condominium,32749.49364,33241.33686
Private Condominium,33458.85118,36126.95621
Private Condominium,33458.85118,36126.95621
Private Condominium,34241.47192,29466.40004
Private Condominium,32602.68856,30811.39347
Private Condominium,31681.09312,29628.479479999998
Private Condominium,36599.0318,21597.74374
Private Condominium,32796.34023,23949.02922
Private Condominium,32796.34023,23949.02922
Private Condominium,32908.48939,24463.15176
Private Condominium,32908.48939,24463.15176
Private Condominium,32908.48939,24463.15176
Private Condominium,32908.48939,24463.15176
Private Condominium,32768.95871,35614.49168
Private Condominium,32768.95871,35614.49168
Private Condominium,34698.00511,31725.23068
Private Condominium,33042.61934,21768.50201
Private Condominium,38257.5633,32520.35585
Private Condominium,31038.16032,28073.61526
Private Condominium,31173.05187,27923.88796
Private Condominium,31173.051870000003,27923.88796
Private Condominium,31173.05187,27923.88796
Private Condominium,31069.21426,27995.20578
Private Condominium,31069.21426,27995.20578
Private Condominium,31254.05583,28099.066299999995
Private Condominium,31246.04237,27819.04515
Private Condominium,31246.04237,27819.04515
Private Condominium,31051.6092,27839.81112
Private Condominium,34532.99508,36956.29238
Private Condominium,34532.99508,36956.29238
Private Condominium,32041.49759,35754.115
Private Condominium,32041.49759,35754.115
Private Condominium,32906.691,28377.23872
Private Condominium,32466.15236,24837.17154
Private Condominium,30110.35775,21682.12051
Executive Condominium,45181.03282,29780.36547
Private Condominium,33256.13079,29039.5399
Private Condominium,33256.13079,29039.5399
Private Condominium,33256.13079,29039.5399
Private Condominium,33256.13079,29039.5399
Private Condominium,31481.58401,29623.343
Private Condominium,31678.09015,29717.94986
Private Condominium,31678.09015,29717.949860000004
Private Condominium,31678.09015,29717.94986
Private Condominium,39407.95171,40184.5476
Private Condominium,39407.95171,40184.5476
Private Condominium,39407.95171,40184.5476
Private Condominium,31040.2467,28775.860109999998
Private Condominium,31065.00061,28616.50258
Private Condominium,31065.00061,28616.50258
Private Condominium,30761.479539999997,27353.39428
Private Condominium,30761.47954,27353.39428
Private Condominium,33035.79376,30244.46943
Private Condominium,33335.94395,27217.31178
Private Condominium,33335.94395,27217.31178
Private Condominium,32748.51478,23983.40925
Private Condominium,32920.70953,35672.69914
Private Condominium,32920.70953,35672.69914
Private Condominium,32920.70953,35672.69914
Private Condominium,33121.03891,34489.86064
Private Condominium,33121.03891,34489.86064
Private Condominium,39019.82039,43280.8406
Private Condominium,39019.82039,43280.8406
Private Condominium,33002.51637,29289.80395
Private Condominium,33002.51637,29289.80395
Private Condominium,33002.51637,29289.80395
Private Condominium,31874.31741,28081.73509
Private Condominium,31874.31741,28081.73509
Private Condominium,31026.89422,28133.56141
Private Condominium,31026.89422,28133.56141
Private Condominium,28521.51839,29404.89815
Private Condominium,28521.51839,29404.89815
Executive Condominium,41847.96399,33151.48304
Executive Condominium,41847.96399,33151.48304
Private Condominium,32362.57863,24353.91096
Private Condominium,30280.83392,21769.18356
Private Condominium,33246.85449,28650.60843
Private Condominium,33857.25864,29725.55069
Private Condominium,33857.25864,29725.55069
Private Condominium,30899.64977,27495.86645
Private Condominium,30899.64977,27495.86645
Private Condominium,34533.88487,31460.4759
Private Condominium,34533.88487,31460.4759
Private Condominium,32534.99902,36488.5676
Private Condominium,32134.09189,29518.10768
Private Condominium,32134.09189,29518.10768
Private Condominium,32095.99664,29591.87965
Private Condominium,31893.4118,29805.593509999995
Private Condominium,33422.3935,27630.46422
Private Condominium,32029.93615,35865.06058
Private Condominium,32029.93615,35865.06058
Private Condominium,34057.20835,29830.45654
Private Condominium,34057.20835,29830.45654
Private Condominium,34057.20835,29830.45654
Private Condominium,32214.91617,38220.78033
Private Condominium,32214.91617,38220.78033
Private Condominium,32214.916170000004,38220.78033
Private Condominium,32214.91617,38220.78033
Private Condominium,35216.99603,22548.77633
Private Condominium,35216.99603,22548.77633
Private Condominium,35216.99603,22548.776330000004
Private Condominium,31310.368810000004,24599.08835
Private Condominium,31310.36881,24599.08835
Private Condominium,31310.36881,24599.08835
Private Condominium,29129.9433,30404.37277
Private Condominium,29129.9433,30404.37277
Private Condominium,29129.9433,30404.37277
Private Condominium,29129.9433,30404.37277
Private Condominium,29129.9433,30404.37277
Private Condominium,29208.569540000004,30086.50268
Private Condominium,29208.56954,30086.50268
Private Condominium,25208.49635,28713.21205
Private Condominium,25208.49635,28713.21205
Private Condominium,25208.49635,28713.21205
Private Condominium,28860.64293,30274.874879999996
Private Condominium,28860.64293,30274.87488
Private Condominium,28860.64293,30274.87488
Private Condominium,28860.64293,30274.87488
Private Condominium,31814.99768,35957.80845
Private Condominium,31855.22798,36180.41404
Private Condominium,32186.4801,36654.16989
Private Condominium,30659.01805,28526.69145
Private Condominium,30659.01805,28526.69145
Private Condominium,30659.01805,28526.69145
Private Condominium,30508.895550000005,28535.74848
Private Condominium,30508.89555,28535.74848
Private Condominium,30734.13131,28536.18904
Private Condominium,30734.131310000004,28536.189040000005
Private Condominium,30734.13131,28536.18904
Private Condominium,30734.13131,28536.18904
Private Condominium,33296.9542,27990.97177
Private Condominium,37223.0917,28850.95231
Private Condominium,35516.2829,22235.94825
Private Condominium,35516.2829,22235.94825
Private Condominium,35516.2829,22235.94825
Private Condominium,39791.85234,20241.90191
Private Condominium,39791.85234,20241.90191
Private Condominium,35969.1121,21337.68729
Private Condominium,40360.08956,27352.722469999997
Private Condominium,40360.08956,27352.722469999997
Private Condominium,40360.08956,27352.72247
Private Condominium,40360.08956,27352.72247
Private Condominium,40360.08956,27352.72247
Private Condominium,33966.18463,29907.80464
Private Condominium,33966.18463,29907.80464
Private Condominium,31244.86623,34149.45007
Private Condominium,31244.86623,34149.45007
Private Condominium,32750.00162,33788.42228
Private Condominium,32750.00162,33788.42228
Private Condominium,30628.56894,27684.57239
Private Condominium,30628.56894,27684.57239
Private Condominium,32554.64108,34681.24463
Private Condominium,36533.17334,41948.43886
Private Condominium,36533.17334,41948.43886
Private Condominium,29009.1099,22938.90029
Private Condominium,33377.00223,36447.21003
Private Condominium,33014.06477,29493.00498
Private Condominium,37371.69635,19993.6281
Private Condominium,29950.100480000005,27392.57983
Private Condominium,29950.100480000005,27392.57983
Private Condominium,29950.10048,27392.57983
Private Condominium,37591.36252,19806.57039
Private Condominium,37591.36252,19806.57039
Private Condominium,37591.36252,19806.57039
Private Condominium,33263.8403,30036.87758
Private Condominium,32507.14741,36638.28615
Private Condominium,32933.24218,33584.21181
Private Condominium,30951.2684,34500.57428
Private Condominium,30951.2684,34500.57428
Private Condominium,31208.55513,33892.12934
Private Condominium,31169.55235,34682.84692
Private Condominium,40673.27426,18545.76005
Private Condominium,40673.27426,18545.76005
Private Condominium,40673.27426,18545.76005
Private Condominium,31276.2987,34088.71908
Private Condominium,39185.0454,34869.94594
Private Condominium,39185.0454,34869.94594
Private Condominium,39185.0454,34869.94594
Private Condominium,30586.01215,27684.94834
Private Condominium,30586.01215,27684.94834
Private Condominium,33235.34645,35314.0456
Private Condominium,33235.34645,35314.0456
Private Condominium,40539.51842,31353.11222
Private Condominium,30495.85376,28110.08077
Private Condominium,30495.85376,28110.08077
Private Condominium,30495.853760000005,28110.08077
Private Condominium,32923.12167,29013.99503
Private Condominium,32923.12167,29013.99503
Private Condominium,32923.12167,29013.99503
Private Condominium,31823.62922,35751.67389
Private Condominium,36094.09283,41489.07527
Private Condominium,36094.09283,41489.07527
Private Condominium,30700.16925,26727.57168
Private Condominium,30700.16925,26727.57168
Private Condominium,30700.16925,26727.57168
Private Condominium,30700.16925,26727.57168
Private Condominium,34122.16921,29876.36209
Private Condominium,34008.01519,29877.16374
Private Condominium,34008.01519,29877.16374
Private Condominium,34008.01519,29877.16374
Private Condominium,33235.62338,19126.65844
Private Condominium,33235.62338,19126.65844
Private Condominium,33235.62338,19126.65844
Private Condominium,37659.04343,19787.99139
Private Condominium,37659.04343,19787.99139
Private Condominium,33212.63488,21777.27619
Private Condominium,33212.63488,21777.27619
Private Condominium,33212.63488,21777.27619
Private Condominium,34362.24476,31639.32729
Private Condominium,34458.46464,31656.92512
Private Condominium,34458.46464,31656.92512
Private Condominium,34396.56779,31584.28768
Private Condominium,33161.06458,28577.71815
Private Condominium,33161.06458,28577.71815
Private Condominium,27927.16592,27039.59653
Private Condominium,27927.16592,27039.59653
Private Condominium,31604.33521,29514.50087
Private Condominium,31604.33521,29514.50087
Private Condominium,31491.897,34187.27793
Private Condominium,31491.897,34187.27793
Private Condominium,33388.75834,29445.82497
Private Condominium,30190.09452,21578.95903
Private Condominium,30190.09452,21578.95903
Private Condominium,30923.39134,27568.1283
Private Condominium,30851.73814,27471.61338
Private Condominium,35979.72433,41358.3888
Private Condominium,35979.72433,41358.3888
Private Condominium,35979.72433,41358.3888
Private Condominium,34490.60599,29683.5775
Private Condominium,32100.34236,27172.736270000005
Private Condominium,32167.4953,27143.80479
Private Condominium,32494.51869,26437.12585
Private Condominium,32236.718919999996,26858.16525
Private Condominium,32677.50349,26452.788
Private Condominium,32219.58525,27065.39422
Private Condominium,32219.58525,27065.39422
Private Condominium,30828.58019,27239.73913
Private Condominium,30828.58019,27239.73913
Private Condominium,30828.58019,27239.73913
Private Condominium,30780.525789999996,27320.53781
Private Condominium,30780.52579,27320.537809999998
Private Condominium,30853.35557,27304.83138
Private Condominium,30853.35557,27304.83138
Private Condominium,30853.35557,27304.83138
Private Condominium,37255.21601,19713.27195
Private Condominium,37255.21601,19713.27195
Private Condominium,37255.21601,19713.27195
Private Condominium,32454.50802,36374.37273
Private Condominium,38894.90663,34592.63224
Private Condominium,38894.90663,34592.63224
Private Condominium,34407.83856,30039.61554
Private Condominium,34407.83856,30039.61554
Private Condominium,34407.83856,30039.61554
Private Condominium,32784.73381,33959.38347
Private Condominium,32784.73381,33959.38347
Private Condominium,34477.01442,29143.28532
Private Condominium,31158.64939,28091.7298
Private Condominium,31158.64939,28091.7298
Private Condominium,33178.65179,19564.896
Private Condominium,33178.65179,19564.896
Private Condominium,33178.65179,19564.896
Private Condominium,32945.97071,28877.3461
Private Condominium,32945.97071,28877.3461
Private Condominium,33027.71259,28801.80963
Private Condominium,32760.17746,28968.87797
Private Condominium,32760.17746,28968.87797
Private Condominium,33238.71319,29014.76702
Private Condominium,33238.71319,29014.76702
Private Condominium,33238.71319,29014.76702
Private Condominium,33238.71319,29014.76702
Private Condominium,33076.92596,28909.76498
Private Condominium,32936.39658,28676.52894
Private Condominium,32936.39658,28676.52894
Private Condominium,33331.66033,28994.96193
Private Condominium,33331.66033,28994.96193
Private Condominium,40343.88313,31398.85485
Private Condominium,35031.37121,32075.129659999995
Private Condominium,35031.37121,32075.129659999995
Private Condominium,35031.37121,32075.12966
Private Condominium,46128.49666,28945.32823
Private Condominium,46128.49666,28945.32823
Private Condominium,46128.49666,28945.32823
Private Condominium,46128.49666,28945.32823
Private Condominium,34274.83404,25626.966620000003
Private Condominium,34274.83404,25626.96662
Private Condominium,34274.83404,25626.96662
Private Condominium,31806.54446,29839.40039
Private Condominium,31646.97739,29738.37702
Private Condominium,31344.16831,29527.21987
Private Condominium,32437.971404984135,29809.606483968888
Private Condominium,32449.615732922295,28656.761055865707
